Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.305556;[-0.692355,-3.69561,-0.480211]
5;0.537037;[-0.584808,-3.71056,-0.103253]
6;0.564815;[0.218884,-4.8488,0.642336]
7;0.555556;[-0.383461,-6.78888,-0.439698]
8;0.5;[-0.000288979,-7.01768,-0.588415]
9;0.587963;[0.139219,-7.30985,0.201555]
10;0.555556;[0.108491,-7.36045,-0.100045]
11;0.513889;[-0.12025,-8.09675,0.0998271]
12;0.550926;[0.203169,-8.67885,-0.128571]
13;0.601852;[-0.665405,-9.19478,0.287821]
14;0.601852;[-0.271771,-10.0019,-0.45445]
15;0.592593;[0.204047,-9.60163,-0.41181]
16;0.578704;[-0.378179,-10.5332,-0.163164]
17;0.587963;[0.876962,-10.3895,0.377353]
18;0.555556;[0.112578,-11.0852,-0.303118]
19;0.611111;[-0.203197,-10.8624,0.560708]
20;0.648148;[0.186033,-11.0841,0.309238]
21;0.666667;[0.145201,-11.2514,-0.129985]
22;0.606481;[-0.0934709,-11.3493,-0.0288081]
23;0.671296;[0.626401,-10.8686,0.58879]
24;0.601852;[-0.348356,-11.3327,0.511252]
25;0.652778;[0.496109,-11.6271,-0.905542]
26;0.592593;[-0.244971,-11.395,-0.0770505]
27;0.606481;[-0.184959,-11.0577,-0.251244]
28;0.587963;[-0.719835,-10.5439,0.528904]
29;0.611111;[-0.531818,-10.818,-0.0215967]
30;0.597222;[-0.0663089,-10.5619,-0.238974]
31;0.634259;[-0.149042,-9.14855,-0.302457]
32;0.615741;[-0.520512,-10.2198,-0.154604]
33;0.574074;[0.351527,-10.1188,0.260155]
34;0.601852;[0.463033,-9.23614,0.3402]
35;0.555556;[0.0438196,-9.15863,0.121451]
36;0.611111;[-0.138306,-8.38221,-0.180211]
37;0.555556;[0.0962333,-8.23125,-0.0622843]
38;0.564815;[-0.0938231,-7.53714,0.632154]
39;0.458333;[-0.540815,-5.82233,-0.302663]
40;0.537037;[-0.41423,-6.68625,-0.0421087]
41;0.560185;[0.176723,-5.42445,-0.469939]
42;0.490741;[-0.339973,-5.26961,0.515656]
43;0.680556;[0.782129,-4.4196,0.777858]
44;0.0648148;[1.13682,-2.38184,-0.994448]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
