Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.300926;[1.9807,-4.7997,-0.51356]
5;0.555556;[-0.184992,-4.80695,-0.139325]
6;0.49537;[0.941704,-5.18694,0.529888]
7;0.527778;[-0.0223256,-5.95289,-0.0447303]
8;0.513889;[-0.420451,-6.51723,-1.1508]
9;0.574074;[-0.240989,-7.15857,-0.347725]
10;0.560185;[-0.155207,-8.07754,-0.646065]
11;0.643519;[0.247013,-9.15659,-0.0474817]
12;0.462963;[-0.156002,-8.93536,0.206377]
13;0.592593;[-0.371653,-10.1857,0.47694]
14;0.62963;[-0.0588138,-9.64269,-0.525554]
15;0.523148;[-0.236015,-9.83936,0.825346]
16;0.643519;[-0.186939,-10.8161,-0.0631061]
17;0.643519;[0.351891,-10.64,-0.494858]
18;0.601852;[0.460876,-10.3751,-0.462535]
19;0.625;[0.0643762,-10.2904,0.0796345]
20;0.62037;[0.39716,-10.7055,0.173953]
21;0.643519;[0.68449,-11.0248,0.237286]
22;0.601852;[0.00486026,-10.9165,-0.290565]
23;0.648148;[0.258519,-11.0343,0.407003]
24;0.671296;[0.216151,-11.0199,-0.0859687]
25;0.560185;[-0.528774,-11.6914,-0.409248]
26;0.708333;[0.201085,-11.167,0.327202]
27;0.615741;[0.0724222,-10.9645,-1.25981]
28;0.606481;[-0.0686335,-11.1732,-0.29766]
29;0.643519;[-0.671796,-10.535,0.205872]
30;0.587963;[0.705712,-10.6245,0.49811]
31;0.601852;[0.381948,-10.3438,-0.815743]
32;0.560185;[-0.343556,-10.6299,-0.131207]
33;0.532407;[0.176325,-9.5885,0.914774]
34;0.587963;[-0.983832,-8.7934,-0.619988]
35;0.560185;[-0.667192,-8.99159,-0.0893809]
36;0.550926;[-0.405688,-8.67315,0.818419]
37;0.606481;[0.157272,-8.48107,0.342191]
38;0.513889;[0.806896,-8.22644,-0.332767]
39;0.564815;[-0.217031,-7.23582,-0.0458203]
40;0.546296;[-0.537206,-7.22641,-1.04856]
41;0.467593;[0.169964,-5.61499,-0.24018]
42;0.537037;[-0.0765573,-5.4843,0.754688]
43;0.643519;[-1.02836,-4.00582,-0.78]
44;0.0740741;[-0.931789,-4.97084,-1.53041]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
