Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.291667;[-0.459807,-5.34724,0.608684]
5;0.601852;[0.333716,-4.56764,0.292476]
6;0.546296;[0.688653,-5.1957,0.36667]
7;0.486111;[-0.677572,-5.97578,0.456299]
8;0.532407;[0.0408706,-7.29689,0.50974]
9;0.555556;[-0.000715346,-7.73434,0.215]
10;0.546296;[-0.349585,-8.62498,-0.168364]
11;0.574074;[0.238558,-8.46224,-0.606893]
12;0.523148;[0.768425,-7.8376,0.0937294]
13;0.578704;[-0.00661253,-8.44772,-0.319378]
14;0.611111;[0.0825724,-9.84663,-0.932083]
15;0.578704;[-0.167916,-9.35156,-0.0756059]
16;0.583333;[0.232416,-9.51887,0.189081]
17;0.550926;[-0.0369333,-10.3816,-0.0762768]
18;0.685185;[-0.233138,-11.2205,-0.22736]
19;0.597222;[-0.466912,-10.6291,-0.239152]
20;0.62037;[0.218477,-10.9276,0.374116]
21;0.666667;[0.326667,-11.5028,-0.144618]
22;0.694444;[0.177996,-11.2243,0.567597]
23;0.569444;[0.305237,-10.6139,-0.162862]
24;0.675926;[0.184298,-11.2596,-0.171121]
25;0.601852;[0.685808,-11.1514,-0.217305]
26;0.62037;[0.26431,-10.8566,-0.448525]
27;0.606481;[-0.0331361,-11.1462,0.191516]
28;0.657407;[0.305996,-11.6837,0.282315]
29;0.643519;[0.215802,-10.8592,-0.643919]
30;0.569444;[0.0573627,-10.377,-0.56312]
31;0.583333;[-0.0105475,-10.8525,-0.317177]
32;0.555556;[0.621442,-10.3154,0.466458]
33;0.587963;[-0.381503,-10.0081,-0.2102]
34;0.625;[-0.341378,-10.0581,-0.103513]
35;0.560185;[0.739743,-8.82316,0.53613]
36;0.527778;[-0.0685932,-9.24621,-0.211993]
37;0.541667;[-0.677773,-8.38078,-0.150317]
38;0.578704;[-0.445002,-8.06549,-0.411915]
39;0.550926;[0.516556,-6.50542,0.812259]
40;0.513889;[-0.0502478,-6.19579,-0.648921]
41;0.578704;[0.578577,-5.2028,-0.243102]
42;0.50463;[-0.0317977,-4.90153,0.802544]
43;0.606481;[-0.30807,-4.47221,0.196368]
44;0.0648148;[0.663143,-3.41633,0.180807]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
