Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.24537;[-0.176371,-4.18495,0.714938]
5;0.587963;[0.175841,-4.70437,-0.00838813]
6;0.583333;[-0.416484,-3.93892,0.344489]
7;0.537037;[0.328922,-5.73866,0.303704]
8;0.541667;[-0.341398,-6.77936,-0.111468]
9;0.560185;[-0.31791,-6.61221,-0.0857126]
10;0.509259;[0.608114,-7.89222,0.265467]
11;0.638889;[0.154452,-8.80376,0.342886]
12;0.587963;[-0.162088,-8.71662,0.251744]
13;0.583333;[0.113831,-9.5176,-0.564777]
14;0.62037;[-0.154198,-9.70008,0.366545]
15;0.592593;[-0.129161,-9.97611,0.836898]
16;0.625;[-0.24946,-9.94768,0.0916905]
17;0.662037;[-0.13809,-11.1148,-0.387581]
18;0.592593;[0.0638287,-10.854,0.264202]
19;0.611111;[0.0445006,-11.0358,-0.0778182]
20;0.587963;[-0.566056,-10.1011,-0.478765]
21;0.592593;[0.0207198,-11.3219,0.359235]
22;0.662037;[-0.263863,-11.8319,-0.450866]
23;0.601852;[0.603412,-11.0523,0.211942]
24;0.634259;[-0.776331,-11.2483,-0.258207]
25;0.574074;[0.335632,-10.1691,0.670741]
26;0.685185;[0.517095,-11.1657,0.188255]
27;0.569444;[0.10807,-10.8402,0.373689]
28;0.638889;[-0.665994,-10.9895,-0.276099]
29;0.546296;[0.28886,-11.3019,0.904708]
30;0.62037;[-0.091568,-11.0989,-0.375932]
31;0.592593;[-0.0913191,-10.0007,-0.0609716]
32;0.560185;[-0.476153,-10.1079,-0.759048]
33;0.583333;[0.696082,-9.48754,-0.489608]
34;0.560185;[-0.0592021,-9.48152,0.218123]
35;0.574074;[-0.886232,-9.2214,-0.0975036]
36;0.592593;[-0.0847236,-7.98482,-0.50916]
37;0.546296;[-0.294876,-8.79374,0.130139]
38;0.513889;[-0.180991,-7.68234,-0.088016]
39;0.583333;[-0.539141,-7.1403,-0.602811]
40;0.5;[-0.325145,-5.63719,-0.196384]
41;0.513889;[-0.392144,-6.33752,0.333729]
42;0.564815;[0.391071,-6.07196,-0.434644]
43;0.643519;[-0.00254091,-3.69804,0.52118]
44;0.0277778;[0.42857,-4.43452,-1.94806]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
