Bin;Density;Velocity
0;1.66667;[0,0,0]
1;1.66667;[0,0,0]
2;0.00462963;[1.86655,-171.854,-6.71223]
3;0.611111;[-0.360669,-172.672,0.362895]
4;0.481481;[-0.482002,-174.154,-0.816959]
5;0.513889;[0.670132,-173.48,0.569043]
6;0.583333;[-0.415065,-173.437,0.0484048]
7;0.513889;[0.621787,-173.105,-0.257751]
8;0.550926;[-1.23513,-173.91,-0.466581]
9;0.472222;[1.93586,-175.354,-0.651585]
10;0.541667;[1.17355,-174.563,-0.0842129]
11;0.50463;[0.348333,-173.358,-1.19948]
12;0.541667;[-0.445417,-173.175,-1.15092]
13;0.569444;[0.568807,-173.356,1.80359]
14;0.569444;[0.049602,-173.137,-0.161286]
15;0.537037;[0.0881373,-173.285,0.977629]
16;0.643519;[0.802493,-173.918,-0.407416]
17;0.49537;[0.521129,-171.935,0.629502]
18;0.527778;[1.25093,-173.43,-0.613793]
19;0.592593;[-0.945901,-172.323,-1.32864]
20;0.50463;[0.454525,-174.688,-0.142196]
21;0.486111;[-0.715729,-174.613,0.896797]
22;0.597222;[-0.117255,-173.194,0.565782]
23;0.476852;[0.263551,-173.6,0.0166385]
24;0.574074;[0.145704,-173.637,-1.18596]
25;0.523148;[-0.466718,-173.233,-0.128193]
26;0.537037;[0.0175007,-173.034,-0.553943]
27;0.615741;[0.720599,-173.854,-0.541315]
28;0.481481;[0.922259,-173.52,0.479039]
29;0.537037;[1.20206,-173.229,0.313626]
30;0.569444;[-1.39107,-173.684,0.011211]
31;0.509259;[-0.328056,-174.458,-0.131087]
32;0.532407;[-0.135971,-174.2,0.000666094]
33;0.523148;[1.51859,-172.864,-0.74009]
34;0.490741;[0.477277,-174.409,0.687118]
35;0.532407;[-0.361041,-172.486,-0.8448]
36;0.523148;[-0.362601,-173.652,0.388386]
37;0.564815;[0.520596,-173.694,-0.504007]
38;0.5;[0.533989,-172.766,0.0395083]
39;0.574074;[0.215444,-173.583,-0.0450993]
40;0.592593;[0.561449,-172.931,-0.707906]
41;0.50463;[-0.264474,-174.509,0.0806868]
42;0.518519;[0.0916544,-174.106,-0.690431]
43;0.550926;[-0.132574,-174.261,0.234362]
44;0.592593;[-0.110326,-173.454,-0.574816]
45;0.481481;[0.86991,-173.105,0.654314]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;1.66667;[0,0,0]
49;0;[-nan,-nan,-nan]
