Bin;Density;Velocity
0;1.66667;[0,0,0]
1;1.66667;[0,0,0]
2;0.0138889;[-2.08615,-9.70959,-7.12443]
3;0.416667;[-0.32764,-12.3801,1.03681]
4;0.439815;[-0.525674,-11.6335,0.519859]
5;0.467593;[-0.277933,-12.8388,-1.26431]
6;0.518519;[0.685445,-13.3747,1.2016]
7;0.425926;[-0.616994,-14.3501,0.306286]
8;0.467593;[0.0567351,-16.2541,-0.0590304]
9;0.5;[-0.801464,-17.1232,0.319736]
10;0.509259;[-0.482263,-16.3452,-0.865611]
11;0.490741;[-0.437723,-17.9871,0.247179]
12;0.574074;[-0.779305,-18.0902,0.0569114]
13;0.490741;[-0.595743,-19.2038,0.0670665]
14;0.550926;[0.459341,-20.03,-0.744529]
15;0.592593;[-0.460772,-20.1127,-0.828686]
16;0.537037;[0.784039,-20.9428,0.331309]
17;0.546296;[-0.233082,-21.8807,-0.494417]
18;0.625;[-0.629408,-21.5798,0.124817]
19;0.625;[-0.733189,-21.4726,0.00831349]
20;0.537037;[-0.606906,-22.2569,0.0865489]
21;0.671296;[-0.417396,-23.1962,-0.0182304]
22;0.662037;[-0.106388,-22.9903,-0.216687]
23;0.657407;[0.167183,-22.9414,-0.474647]
24;0.583333;[-0.554458,-22.9668,-0.216802]
25;0.62037;[0.608112,-23.1088,0.0871956]
26;0.62963;[0.0272119,-23.0662,0.493105]
27;0.652778;[0.353225,-22.9767,-0.791598]
28;0.652778;[-0.161523,-22.8426,0.112673]
29;0.587963;[0.549213,-21.628,0.6643]
30;0.606481;[0.568376,-23.07,-0.713467]
31;0.569444;[-0.276808,-21.8809,0.0734403]
32;0.587963;[0.33778,-21.2325,-0.118211]
33;0.541667;[0.451874,-19.9992,-0.0355732]
34;0.597222;[-0.241415,-20.3148,0.782982]
35;0.513889;[0.521842,-19.4627,0.230477]
36;0.569444;[-0.242781,-18.2842,0.163725]
37;0.49537;[0.363522,-17.2614,0.22863]
38;0.453704;[0.770835,-17.6062,-0.493525]
39;0.518519;[1.02935,-16.6564,0.105659]
40;0.462963;[0.51934,-14.6344,0.0303461]
41;0.5;[0.15646,-14.2241,0.21103]
42;0.467593;[0.297363,-12.7811,1.34059]
43;0.425926;[0.580361,-13.731,1.34807]
44;0.421296;[-0.391388,-11.9799,0.316185]
45;0.37037;[1.17914,-11.184,-1.20756]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;1.66667;[0,0,0]
49;0;[-nan,-nan,-nan]
