Bin;Density;Velocity
0;1.66667;[0,0,0]
1;1.66667;[0,0,0]
2;0.00462963;[6.64425,-155.992,0.581484]
3;0.625;[-0.28569,-157.242,0.115236]
4;0.550926;[-0.841084,-157.464,-0.514819]
5;0.574074;[-0.789825,-157.425,0.0955578]
6;0.513889;[-0.202014,-157.855,0.222573]
7;0.62963;[-0.2053,-157.317,-0.72315]
8;0.518519;[0.776289,-157.545,-0.230585]
9;0.555556;[0.797999,-158.183,0.800748]
10;0.537037;[0.362157,-158.094,0.0825213]
11;0.541667;[0.276004,-157.634,-0.0106545]
12;0.50463;[-0.659406,-156.671,-0.631887]
13;0.518519;[0.229784,-157.852,0.460668]
14;0.541667;[-0.225187,-157.034,1.10645]
15;0.550926;[0.746667,-155.8,0.0693237]
16;0.574074;[-0.139161,-158.338,0.176711]
17;0.518519;[0.864073,-157.462,-0.0946586]
18;0.5;[0.191423,-157.841,0.406097]
19;0.541667;[-0.602716,-157.753,-1.26784]
20;0.462963;[0.432864,-158.219,-0.425951]
21;0.509259;[0.264497,-157.896,-0.449058]
22;0.555556;[0.642794,-156.817,-0.13084]
23;0.550926;[-1.17112,-158.029,-0.245815]
24;0.569444;[-0.3753,-156.599,-0.119097]
25;0.50463;[-0.0891097,-157.677,1.41573]
26;0.537037;[-0.743309,-157.244,-0.0422496]
27;0.560185;[0.382683,-157.029,1.04219]
28;0.50463;[-0.101619,-156.966,-0.435114]
29;0.597222;[-0.0223168,-158.048,0.0708602]
30;0.476852;[0.337601,-157,-0.239754]
31;0.560185;[-0.251825,-157.185,0.153416]
32;0.537037;[-0.493686,-157.829,0.803856]
33;0.513889;[0.172428,-156.957,0.739834]
34;0.564815;[-0.484452,-157.996,0.242017]
35;0.518519;[0.32526,-157.786,0.224419]
36;0.578704;[0.747837,-157.268,-0.619111]
37;0.453704;[-0.621504,-157.573,0.269223]
38;0.523148;[0.572679,-158.21,-0.396513]
39;0.574074;[-0.00217603,-156.494,0.495795]
40;0.615741;[-0.873852,-158.062,0.404154]
41;0.481481;[0.982548,-157.77,-0.539815]
42;0.555556;[-0.544321,-158.725,-0.649845]
43;0.578704;[-0.199663,-158.276,0.966558]
44;0.518519;[0.947765,-157.048,-0.251017]
45;0.444444;[-0.168281,-157.596,-0.687104]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;1.66667;[0,0,0]
49;0;[-nan,-nan,-nan]
