Bin;Density;Velocity
0;1.66667;[0,0,0]
1;1.66667;[0,0,0]
2;0.00925926;[-0.928892,-176.818,-5.96723]
3;0.583333;[0.895028,-180.525,0.165998]
4;0.490741;[-0.16807,-180.777,-0.34519]
5;0.564815;[-0.260416,-181.211,-1.22839]
6;0.578704;[-0.541311,-182.995,0.143521]
7;0.564815;[-0.621954,-181.874,0.417807]
8;0.555556;[-0.34959,-181.26,-0.237979]
9;0.50463;[-0.296508,-181.322,-0.716602]
10;0.490741;[0.784676,-182.293,0.435845]
11;0.578704;[0.668419,-181.873,0.87391]
12;0.523148;[-0.268894,-181.766,0.88725]
13;0.532407;[-0.0370347,-181.394,-0.340071]
14;0.564815;[-0.46931,-181.883,0.549762]
15;0.537037;[0.219879,-181.403,-0.190257]
16;0.606481;[0.0320467,-182.17,0.188517]
17;0.472222;[-1.04633,-180.705,0.232058]
18;0.560185;[-0.213405,-181.096,0.203755]
19;0.587963;[-0.383614,-181.775,-1.03306]
20;0.546296;[0.681098,-181.046,0.142013]
21;0.550926;[-0.870622,-181.527,0.134104]
22;0.523148;[0.396961,-181.448,-1.18258]
23;0.569444;[0.741215,-182.047,-0.346718]
24;0.555556;[-0.968811,-181.622,0.989717]
25;0.537037;[0.782993,-181.281,0.207951]
26;0.476852;[0.705294,-180.785,0.00177956]
27;0.583333;[0.222491,-180.795,-0.0782552]
28;0.49537;[0.0943295,-182.668,0.205024]
29;0.560185;[-0.157882,-182.382,-0.693705]
30;0.569444;[-0.0230305,-182.737,-0.654778]
31;0.513889;[0.371838,-181.447,0.75889]
32;0.564815;[0.354664,-181.32,-1.07827]
33;0.5;[0.044736,-181.478,0.247244]
34;0.527778;[0.0446308,-181.377,-0.194319]
35;0.564815;[0.679446,-182.505,0.192811]
36;0.50463;[0.856697,-181.358,0.956461]
37;0.564815;[-0.620497,-181.346,-0.0872379]
38;0.537037;[-0.104178,-181.462,0.532644]
39;0.527778;[0.0176989,-181.717,-0.218892]
40;0.486111;[0.000982279,-180.646,-0.0666986]
41;0.546296;[1.07753,-181.847,0.858001]
42;0.523148;[-0.480475,-181.49,0.545247]
43;0.523148;[-0.0341064,-180.782,-0.430665]
44;0.592593;[0.591045,-181.151,0.884679]
45;0.398148;[-0.693162,-182.578,-1.87729]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;1.66667;[0,0,0]
49;0;[-nan,-nan,-nan]
