Bin;Density;Velocity
0;1.66667;[0,0,0]
1;1.66667;[0,0,0]
2;0.00925926;[-3.61908,-31.2894,4.37136]
3;0.412037;[0.308134,-27.1855,-0.424965]
4;0.375;[0.72241,-28.2641,-0.0948373]
5;0.361111;[0.221332,-29.8535,0.0048029]
6;0.472222;[-1.18052,-30.2053,0.36124]
7;0.421296;[0.389971,-29.1427,0.124406]
8;0.458333;[-0.618479,-30.8547,-0.718355]
9;0.472222;[-1.78359,-32.0188,0.942919]
10;0.513889;[0.336176,-31.256,-0.32237]
11;0.481481;[-1.02109,-33.0409,0.0533687]
12;0.625;[0.588037,-33.8044,0.0667817]
13;0.532407;[1.19704,-34.4373,1.60591]
14;0.611111;[-0.423745,-35.2232,0.19232]
15;0.62963;[0.38351,-35.6125,0.0459018]
16;0.643519;[1.62758,-36.3908,-0.248651]
17;0.606481;[0.169144,-35.7825,-0.232003]
18;0.583333;[0.185504,-36.9203,-0.399036]
19;0.685185;[-0.12633,-36.9342,-0.347321]
20;0.685185;[-0.0265466,-37.2685,-0.131016]
21;0.606481;[0.576178,-36.4289,-0.0661148]
22;0.643519;[0.230668,-36.5115,-0.261195]
23;0.643519;[-0.207634,-37.8143,-0.616905]
24;0.675926;[0.296391,-36.6843,0.595526]
25;0.699074;[-0.419193,-36.8727,-0.372808]
26;0.643519;[-0.10404,-37.2204,0.274991]
27;0.648148;[-0.76917,-36.748,-0.211667]
28;0.652778;[-0.45703,-36.2827,0.860231]
29;0.675926;[0.0907714,-35.2025,-0.398042]
30;0.583333;[-0.135564,-35.8295,-0.654635]
31;0.578704;[0.0440992,-36.2637,0.143738]
32;0.555556;[-0.738103,-35.0649,-0.897302]
33;0.611111;[0.310637,-34.0421,0.618416]
34;0.523148;[-1.04678,-34.0666,-0.333497]
35;0.49537;[-0.645831,-33.4919,-0.0926016]
36;0.574074;[0.252738,-34.0243,-0.163513]
37;0.458333;[-0.444544,-32.5932,0.856051]
38;0.439815;[-0.859587,-31.3697,0.672441]
39;0.462963;[-0.146061,-31.5755,-0.155768]
40;0.425926;[-0.32442,-30.1888,-0.907306]
41;0.421296;[0.203561,-30.3422,-0.251126]
42;0.435185;[0.283625,-29.9874,-0.816821]
43;0.37963;[0.449035,-28.339,0.146866]
44;0.407407;[0.0530279,-29.4452,1.63913]
45;0.328704;[1.19782,-27.3425,-0.4711]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;1.66667;[0,0,0]
49;0;[-nan,-nan,-nan]
