Bin;Density;Velocity
0;1.66667;[0,0,0]
1;1.66667;[0,0,0]
2;0.0138889;[0.341575,-308.986,-1.933]
3;0.643519;[-0.430432,-314.152,0.0443619]
4;0.518519;[-0.851862,-313.735,-0.216834]
5;0.486111;[0.564435,-313.436,0.456939]
6;0.62037;[-0.235744,-313.953,-0.558664]
7;0.550926;[-1.01899,-313.967,-0.367091]
8;0.541667;[0.144151,-313.983,-0.291279]
9;0.560185;[-1.44999,-313.173,-0.546511]
10;0.560185;[-0.176487,-314.578,-0.768835]
11;0.532407;[-1.02288,-313.59,0.445425]
12;0.587963;[-0.0208225,-313.564,-0.100004]
13;0.569444;[-0.763137,-313.077,-0.402943]
14;0.532407;[-0.464211,-313.389,-0.31534]
15;0.532407;[-0.526446,-313.38,-1.10324]
16;0.532407;[0.449774,-313.988,-0.31974]
17;0.50463;[-0.39428,-314.337,0.635091]
18;0.587963;[-0.188984,-314.188,0.640084]
19;0.472222;[0.786814,-313.265,0.680902]
20;0.541667;[-0.505398,-313.925,0.0672474]
21;0.50463;[0.853325,-313.478,0.33736]
22;0.5;[0.156331,-313.528,-0.284839]
23;0.574074;[0.0659775,-313.17,-0.425054]
24;0.49537;[-0.0266957,-314.217,0.462846]
25;0.509259;[-0.642128,-314.105,-0.500874]
26;0.462963;[0.292628,-314.234,-0.199648]
27;0.537037;[0.783599,-312.995,-0.466252]
28;0.527778;[-0.54603,-313.591,-0.011075]
29;0.5;[0.529898,-314.071,0.293209]
30;0.532407;[0.837744,-313.372,0.443996]
31;0.578704;[0.177259,-314.196,0.823204]
32;0.523148;[-0.318733,-314.183,0.918059]
33;0.546296;[-0.414827,-314.202,-0.189849]
34;0.50463;[0.188738,-313.658,0.46744]
35;0.62037;[-0.775422,-313.902,-0.228493]
36;0.476852;[-1.01824,-312.565,-0.730333]
37;0.62037;[-0.0797459,-314.348,-1.24745]
38;0.564815;[0.886334,-314.282,0.0604963]
39;0.592593;[0.147094,-312.964,0.145294]
40;0.416667;[0.532966,-314.407,-0.316644]
41;0.574074;[-0.420626,-313.995,0.768792]
42;0.592593;[0.220099,-313.681,0.0403343]
43;0.527778;[-0.780059,-313.123,0.282411]
44;0.532407;[0.184303,-314.066,0.305651]
45;0.444444;[0.100932,-315.763,0.324299]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;1.66667;[0,0,0]
49;0;[-nan,-nan,-nan]
