Bin;Density;Velocity
0;1.66667;[0,0,0]
1;1.66667;[0,0,0]
2;0.00462963;[5.88386,-222.596,10.5496]
3;0.634259;[-0.405892,-229.317,0.139818]
4;0.50463;[0.934603,-229.736,-0.459498]
5;0.523148;[0.938214,-228.796,0.0547338]
6;0.550926;[-0.603517,-230.142,0.166073]
7;0.523148;[-0.0751226,-229.096,-0.485161]
8;0.527778;[0.0472358,-231.078,-0.412929]
9;0.550926;[0.89462,-230.04,0.127611]
10;0.523148;[-0.495955,-229.787,0.302046]
11;0.49537;[1.28167,-230.23,1.32757]
12;0.564815;[0.569447,-230.267,0.0776543]
13;0.550926;[-0.154275,-229.208,-0.73192]
14;0.518519;[-0.05132,-229.165,-0.133965]
15;0.62963;[0.581482,-229.601,-0.347523]
16;0.509259;[1.14199,-229.788,0.297641]
17;0.537037;[-0.433178,-228.945,0.555443]
18;0.513889;[-0.768794,-229.676,-1.16015]
19;0.527778;[-1.04697,-229.445,-0.195619]
20;0.532407;[-1.52199,-230.253,0.318973]
21;0.564815;[-0.422725,-229.298,0.480994]
22;0.523148;[-0.742833,-229.824,0.543468]
23;0.527778;[-0.349044,-229.034,-1.82669]
24;0.597222;[-0.207832,-229.856,-0.224971]
25;0.541667;[0.487597,-229.703,-0.290021]
26;0.564815;[-1.1082,-228.786,0.0288829]
27;0.523148;[0.0793062,-228.943,0.61368]
28;0.5;[-0.572701,-230.067,0.41782]
29;0.578704;[0.776421,-229.827,1.30749]
30;0.5;[0.336324,-229.686,-0.793748]
31;0.597222;[0.574174,-229.648,-0.14065]
32;0.537037;[0.67036,-230.209,0.19943]
33;0.527778;[0.107957,-229.273,0.102677]
34;0.560185;[0.228164,-229.974,-0.589531]
35;0.509259;[-0.992161,-229.259,0.354534]
36;0.518519;[0.141236,-229.114,-0.897146]
37;0.574074;[0.220298,-229.472,-0.385729]
38;0.523148;[1.04881,-228.946,0.327711]
39;0.560185;[-0.342739,-230.518,1.10807]
40;0.523148;[-0.525868,-230.16,-0.405612]
41;0.555556;[0.20859,-229.829,0.353402]
42;0.509259;[1.32027,-230.563,0.0478954]
43;0.537037;[0.299387,-229.335,-0.225847]
44;0.550926;[-0.71986,-229.515,-0.387515]
45;0.421296;[0.49554,-229.294,0.279603]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;1.66667;[0,0,0]
49;0;[-nan,-nan,-nan]
