Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.305556;[-0.444764,-184.867,-0.736597]
5;0.62963;[0.249461,-185.691,-0.115357]
6;0.601852;[-1.31215,-186.5,0.805122]
7;0.564815;[1.06545,-185.486,1.29199]
8;0.597222;[-0.591815,-184.817,0.0597912]
9;0.541667;[-0.14269,-185.762,0.741343]
10;0.583333;[-0.439283,-186.44,0.286745]
11;0.546296;[1.46537,-184.453,0.18562]
12;0.601852;[1.43527,-184.897,0.310148]
13;0.523148;[0.385755,-185.683,-0.0304241]
14;0.597222;[-1.03454,-185.658,0.848254]
15;0.555556;[-0.373249,-186.214,0.158728]
16;0.611111;[-0.761213,-185.674,-0.104651]
17;0.615741;[-0.406511,-186.14,0.466906]
18;0.513889;[0.533964,-184.853,0.351065]
19;0.666667;[-0.435484,-184.658,-0.0872174]
20;0.587963;[-0.475228,-185.175,-0.807268]
21;0.601852;[-0.046094,-185.455,-0.435105]
22;0.537037;[-0.293243,-185.013,-0.629581]
23;0.583333;[-0.0491876,-185.725,-0.20248]
24;0.569444;[-0.201493,-185.161,-0.229378]
25;0.606481;[-0.131814,-185.452,-0.744382]
26;0.634259;[-0.147224,-185.752,-1.18009]
27;0.564815;[-0.157703,-185.561,-0.726876]
28;0.671296;[0.142645,-186.636,-0.513409]
29;0.564815;[0.783241,-186.519,0.672102]
30;0.560185;[0.908792,-185.028,-0.0459354]
31;0.578704;[-0.529573,-185.684,0.848328]
32;0.472222;[-0.223461,-185.586,1.04681]
33;0.560185;[0.504601,-186.076,1.04972]
34;0.532407;[-0.668501,-186.023,0.0212651]
35;0.523148;[-0.507603,-185.962,0.607159]
36;0.606481;[0.121935,-185.207,-0.758561]
37;0.62037;[0.892671,-185.247,0.182418]
38;0.546296;[-0.210802,-185.983,1.37798]
39;0.546296;[0.189992,-185.329,-1.06021]
40;0.643519;[0.664346,-185.796,-0.704313]
41;0.541667;[-0.399761,-186.29,-0.261116]
42;0.62963;[0.649584,-186.801,0.118219]
43;0.75;[1.51484,-186.733,-1.36327]
44;0.0601852;[0.28952,-185.1,0.099343]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
