Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.25463;[0.637886,-9.56415,-0.684317]
5;0.513889;[-0.401545,-9.18863,0.302574]
6;0.490741;[0.500025,-10.0109,0.92641]
7;0.421296;[-0.58368,-11.5898,-0.14836]
8;0.574074;[-0.764567,-13.4885,0.0270418]
9;0.546296;[-0.964303,-13.1352,0.0975326]
10;0.481481;[-0.210547,-14.5409,-0.0739999]
11;0.541667;[-0.794226,-15.1411,0.689766]
12;0.574074;[-0.983374,-16.0957,0.108003]
13;0.537037;[-0.575836,-16.3616,-0.245693]
14;0.597222;[-0.186202,-17.4712,-0.0917262]
15;0.666667;[-0.320725,-18.4368,-0.853655]
16;0.569444;[0.217459,-18.2472,0.409662]
17;0.597222;[-0.406049,-19.5319,0.312953]
18;0.62037;[0.845612,-19.9436,-0.170481]
19;0.615741;[-0.202566,-20.2189,0.541475]
20;0.648148;[0.106617,-20.1904,-0.703447]
21;0.662037;[0.175442,-20.3565,-0.126032]
22;0.662037;[0.561465,-20.6692,0.360602]
23;0.722222;[-0.0389952,-21.4605,0.0579694]
24;0.611111;[0.906096,-20.7389,-0.0596167]
25;0.694444;[0.699201,-21.1087,0.114228]
26;0.615741;[0.632258,-21.2139,0.166266]
27;0.671296;[0.0351235,-20.6157,0.473263]
28;0.625;[0.302227,-20.2441,-0.644613]
29;0.648148;[0.169762,-19.6641,0.191176]
30;0.731481;[0.0343369,-19.4552,0.101796]
31;0.587963;[-0.309254,-19.2792,0.307149]
32;0.62963;[-0.0913951,-19.3421,0.262822]
33;0.597222;[-0.844666,-17.102,0.092096]
34;0.578704;[-0.654227,-17.2171,0.142623]
35;0.537037;[0.726526,-17.2371,-0.253487]
36;0.592593;[-0.0845983,-16.303,0.0392625]
37;0.564815;[0.442447,-15.2793,0.0489204]
38;0.546296;[1.16253,-14.8732,-0.306283]
39;0.537037;[0.161372,-13.5975,-0.328859]
40;0.435185;[-0.807144,-13.5805,0.548164]
41;0.541667;[0.468542,-12.0005,-0.48917]
42;0.458333;[-1.44413,-9.36191,-0.277546]
43;0.587963;[-0.446357,-9.3405,-0.189194]
44;0.0601852;[-1.86999,-10.9043,-2.6529]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
