Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.337963;[0.903482,-240.716,-0.027102]
5;0.606481;[0.973905,-241.703,-0.0105424]
6;0.583333;[-0.574737,-241.894,-0.278642]
7;0.569444;[0.253404,-242.051,0.463274]
8;0.578704;[-0.286058,-242.106,-0.117907]
9;0.578704;[-0.533142,-241.851,0.682545]
10;0.643519;[-0.292014,-242.067,0.961172]
11;0.546296;[-0.818035,-241.866,-0.145688]
12;0.555556;[-0.251029,-241.445,-0.369421]
13;0.569444;[0.997781,-241.322,0.151964]
14;0.592593;[0.289724,-242.214,-0.446728]
15;0.606481;[-0.506483,-241.584,-0.453137]
16;0.560185;[1.01279,-242.258,-0.151817]
17;0.560185;[-0.6249,-241.557,0.568508]
18;0.578704;[-0.607404,-242.275,-0.689015]
19;0.550926;[0.405221,-241.44,0.352298]
20;0.592593;[0.0151691,-241.788,-0.280669]
21;0.587963;[-0.786958,-241.264,-0.979135]
22;0.592593;[-0.271694,-241.602,-0.514402]
23;0.601852;[0.24716,-242.535,-0.383045]
24;0.564815;[-1.51252,-241.162,0.174408]
25;0.634259;[0.404784,-242.02,-1.18764]
26;0.601852;[-0.996529,-241.854,0.326444]
27;0.611111;[-1.36041,-242.075,-0.118941]
28;0.574074;[0.410522,-241.189,0.40639]
29;0.518519;[-0.576827,-241.998,-0.207133]
30;0.634259;[-0.332819,-241.362,-0.669061]
31;0.62963;[0.601335,-241.411,0.119569]
32;0.527778;[-0.609382,-241.533,0.622941]
33;0.560185;[-0.416525,-242.308,-1.12955]
34;0.583333;[-0.505353,-241.167,-0.0447296]
35;0.532407;[0.151597,-241.326,0.937384]
36;0.578704;[-0.391439,-241.952,-0.165999]
37;0.592593;[0.0139865,-242.203,0.312808]
38;0.578704;[0.69717,-241.582,-0.298288]
39;0.527778;[0.415288,-241.885,-0.115082]
40;0.611111;[0.765503,-242.082,-0.237963]
41;0.5;[0.413917,-241.798,-0.121594]
42;0.611111;[0.883439,-242.22,-0.12581]
43;0.731481;[0.0487619,-241.767,0.477245]
44;0.0509259;[1.49663,-241.293,0.615829]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
