Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.375;[-0.328246,-222.005,-0.229967]
5;0.569444;[-1.17026,-220.729,-0.291597]
6;0.569444;[1.06122,-221.642,0.376783]
7;0.606481;[0.214298,-221.3,0.71371]
8;0.560185;[-0.181156,-221.375,-0.464303]
9;0.597222;[1.3365,-221.394,-0.982474]
10;0.560185;[-0.888249,-222.088,0.275851]
11;0.550926;[0.593702,-221.191,0.0329018]
12;0.569444;[-0.685716,-221.297,0.491714]
13;0.625;[0.1595,-222.345,-0.411441]
14;0.537037;[-0.525574,-220.354,0.124217]
15;0.625;[0.286821,-222.4,-0.789339]
16;0.583333;[0.0783394,-222.649,0.376923]
17;0.615741;[0.281212,-221.143,-1.15919]
18;0.509259;[-0.561901,-222.358,-0.414965]
19;0.546296;[1.00979,-221.887,-0.550698]
20;0.578704;[0.0687813,-221.797,0.925846]
21;0.606481;[0.256459,-221.999,0.140918]
22;0.532407;[-0.561003,-221.566,0.713913]
23;0.643519;[-0.331051,-220.742,0.0276944]
24;0.569444;[-0.384978,-222.275,-0.450778]
25;0.490741;[-0.0429386,-221.694,0.272309]
26;0.62037;[-0.0768646,-221.622,-0.707559]
27;0.560185;[1.13735,-222.404,0.0880887]
28;0.611111;[-0.424302,-221.439,0.584138]
29;0.606481;[-1.00605,-222.308,-0.834186]
30;0.606481;[-0.996818,-221.907,-0.484151]
31;0.564815;[0.612824,-221.878,0.0483919]
32;0.546296;[0.154125,-221.656,-0.85712]
33;0.541667;[-0.141401,-221.31,-0.121369]
34;0.583333;[0.388031,-222.184,0.445988]
35;0.62963;[0.743117,-221.502,-0.277559]
36;0.564815;[0.615757,-221.344,-0.45165]
37;0.560185;[-0.8738,-221.496,0.270298]
38;0.62963;[-0.506669,-222.257,-0.320149]
39;0.574074;[0.630881,-221.317,0.0888343]
40;0.550926;[0.0765158,-222.243,1.24602]
41;0.597222;[0.103606,-221.845,-0.551091]
42;0.601852;[-0.933458,-222.557,1.2482]
43;0.703704;[1.01574,-221.857,-0.0658202]
44;0.0740741;[0.30912,-221.661,0.0217221]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
