Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.305556;[-0.389257,-230.13,-0.0271197]
5;0.615741;[-0.202585,-229.82,-0.0268787]
6;0.564815;[0.232352,-229.967,0.084301]
7;0.62963;[-0.610222,-229.798,0.728146]
8;0.587963;[0.864118,-230.246,0.276399]
9;0.550926;[0.207023,-229.561,0.5325]
10;0.611111;[0.296813,-229.96,0.562639]
11;0.606481;[1.07745,-230.231,0.511214]
12;0.611111;[-0.132052,-229.165,0.0801029]
13;0.643519;[0.174538,-230.131,0.767904]
14;0.583333;[0.0369282,-229.358,-0.137202]
15;0.523148;[-0.0507666,-229.19,-0.151095]
16;0.625;[-0.854953,-229.926,-1.00447]
17;0.481481;[0.362806,-230.478,-1.04788]
18;0.638889;[0.077004,-229.842,-1.16047]
19;0.50463;[-0.0148866,-229.487,-0.104073]
20;0.527778;[-1.19667,-228.986,0.803702]
21;0.648148;[-0.186882,-229.711,-0.344919]
22;0.611111;[0.0381896,-229.985,0.7655]
23;0.611111;[-0.106046,-230.112,-0.00821268]
24;0.527778;[0.40328,-229.735,0.0311757]
25;0.569444;[0.679063,-229.468,0.481874]
26;0.601852;[0.400379,-230.698,0.286292]
27;0.537037;[-0.0646789,-229.076,-0.775811]
28;0.601852;[-0.502716,-230.001,-0.663822]
29;0.615741;[-0.150309,-230.302,-0.495139]
30;0.597222;[-0.512116,-229.589,0.247467]
31;0.578704;[1.022,-230.082,0.444529]
32;0.537037;[0.0652632,-229.26,-0.112092]
33;0.597222;[-0.0855663,-228.983,-0.51989]
34;0.601852;[-0.0589703,-229.291,-0.78849]
35;0.574074;[-0.338636,-229.745,0.486466]
36;0.574074;[0.695791,-228.762,0.240507]
37;0.550926;[0.0640455,-228.625,-0.554448]
38;0.625;[-0.0812794,-229.268,-0.316209]
39;0.50463;[-0.683652,-231.072,-0.402443]
40;0.532407;[-0.103965,-230.073,0.0865599]
41;0.62037;[0.607812,-229.378,0.517722]
42;0.583333;[-0.274308,-230.389,-0.467358]
43;0.671296;[-0.692879,-230.266,0.24643]
44;0.0648148;[-1.94531,-228.604,0.677822]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
