Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.444444;[0.512068,-71.1195,0.329101]
5;0.662037;[0.290321,-72.1024,-0.310648]
6;0.726852;[-0.000737708,-71.648,0.262771]
7;0.657407;[0.228269,-71.0075,-0.968534]
8;0.717593;[-0.114437,-71.4507,-0.132482]
9;0.611111;[-0.365265,-71.1973,-0.21572]
10;0.805556;[-0.0731091,-70.9823,0.285831]
11;0.648148;[-0.102393,-71.8051,0.266621]
12;0.643519;[0.941013,-71.7915,-0.756513]
13;0.694444;[-0.434218,-71.5453,0.425597]
14;0.648148;[0.463911,-72.0505,0.724439]
15;0.680556;[-0.0793777,-71.4387,0.518983]
16;0.638889;[0.174462,-71.8792,0.0861646]
17;0.652778;[0.711312,-70.7625,-0.0440936]
18;0.638889;[0.097585,-71.677,0.333342]
19;0.62963;[0.336216,-71.0333,-0.480807]
20;0.606481;[1.0794,-69.8429,0.466177]
21;0.648148;[0.630202,-71.4435,-0.281788]
22;0.537037;[0.221409,-70.4985,0.534263]
23;0.62963;[0.950856,-69.596,1.13302]
24;0.550926;[0.874021,-69.6158,-1.40888]
25;0.537037;[-0.46183,-69.623,-0.185406]
26;0.574074;[0.218914,-70.3585,0.413651]
27;0.527778;[0.518866,-70.5486,1.03343]
28;0.523148;[-0.610352,-70.3711,-0.271556]
29;0.574074;[1.40468,-68.2454,-1.47116]
30;0.555556;[-0.748252,-69.7216,0.00964964]
31;0.569444;[1.24366,-68.8495,-0.0132968]
32;0.472222;[1.15431,-69.2207,0.404621]
33;0.523148;[-0.655333,-69.4986,0.484353]
34;0.509259;[0.155292,-68.3323,0.5022]
35;0.49537;[0.198446,-68.2986,-0.528156]
36;0.509259;[-0.899748,-66.2784,0.423908]
37;0.467593;[0.537174,-67.6528,0.71009]
38;0.449074;[0.74402,-68.0355,0.615086]
39;0.467593;[0.692337,-69.6516,0.583591]
40;0.453704;[0.0341766,-67.0137,1.10272]
41;0.467593;[-1.15778,-67.6795,0.368634]
42;0.412037;[-0.450854,-66.9691,1.07822]
43;0.541667;[-0.752108,-65.9461,-0.156552]
44;0.0462963;[0.536915,-68.2879,-0.817209]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
