Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.296296;[1.75849,-257.736,0.295607]
5;0.62037;[-0.246868,-257.605,-0.836789]
6;0.601852;[-0.750021,-258.661,-0.126971]
7;0.546296;[0.00819467,-257.637,0.233712]
8;0.611111;[0.702861,-257.891,0.138181]
9;0.560185;[-0.428676,-257.338,-0.0885703]
10;0.564815;[-1.3662,-257.69,-0.587091]
11;0.625;[0.453688,-257.811,-0.454886]
12;0.634259;[-0.311808,-257.205,-0.606905]
13;0.611111;[-0.652764,-257.224,0.0320891]
14;0.541667;[-0.171285,-257.343,-0.807528]
15;0.578704;[0.710973,-257.024,-0.512954]
16;0.615741;[-0.343974,-257.6,-0.482822]
17;0.560185;[-1.33776,-258.216,0.319662]
18;0.606481;[0.829138,-256.889,0.306251]
19;0.597222;[0.328621,-257.212,0.622685]
20;0.587963;[-0.860741,-257.919,-0.0060057]
21;0.569444;[0.867425,-258.466,-0.409473]
22;0.62963;[-0.212904,-257.855,0.0467936]
23;0.555556;[-0.0859976,-257.424,-0.817461]
24;0.592593;[-0.244813,-258.313,0.175806]
25;0.583333;[0.0710249,-257.889,0.0956301]
26;0.513889;[0.155471,-258.8,-1.19546]
27;0.578704;[0.476984,-257.513,0.138003]
28;0.578704;[-0.341192,-258.772,0.2836]
29;0.583333;[0.12388,-258.418,0.373369]
30;0.560185;[-0.263384,-257.815,-0.314631]
31;0.555556;[0.555399,-257.565,-0.737581]
32;0.578704;[0.336005,-258.448,0.359278]
33;0.564815;[-0.00534959,-258.122,0.678534]
34;0.625;[-0.655888,-257.462,0.604173]
35;0.509259;[-0.344699,-257.693,-0.578305]
36;0.611111;[-0.34104,-258.963,-0.337481]
37;0.5;[-0.453888,-258.231,0.284071]
38;0.62037;[-1.03511,-257.892,0.528078]
39;0.555556;[-0.186263,-257.591,0.199843]
40;0.597222;[-0.565125,-258.145,-0.86976]
41;0.564815;[0.364303,-257.445,-0.85361]
42;0.560185;[-0.03256,-256.644,-1.52241]
43;0.736111;[0.0760832,-257.815,-0.214938]
44;0.0648148;[-3.00105,-258.098,-0.424756]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
