Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.0555556;[-2.49978,-374.322,0.969739]
5;0.787037;[0.419127,-373.858,0.19223]
6;0.611111;[0.468734,-375.236,-0.315181]
7;0.625;[0.537011,-374.778,-0.104411]
8;0.555556;[0.508671,-373.691,-0.0875324]
9;0.583333;[-0.581373,-374.281,0.733193]
10;0.611111;[0.107718,-375.089,-0.155493]
11;0.574074;[0.0829623,-374.031,-0.306654]
12;0.634259;[0.235648,-374.555,0.588731]
13;0.625;[-0.457346,-374.55,0.370155]
14;0.541667;[-0.477219,-374.969,-0.519737]
15;0.611111;[0.584901,-374.712,0.276949]
16;0.569444;[0.0678754,-374.829,-0.215146]
17;0.574074;[-0.292834,-374.186,-0.345902]
18;0.546296;[-0.264833,-375.525,-0.0344462]
19;0.634259;[-0.146539,-375.294,0.162602]
20;0.481481;[0.0681378,-374.224,-0.011201]
21;0.597222;[0.444028,-374.944,0.0421646]
22;0.564815;[0.313647,-375.152,-0.403083]
23;0.62963;[-0.0226799,-375.698,0.32083]
24;0.546296;[0.428497,-375.351,0.0985838]
25;0.62963;[0.803462,-374.483,0.13384]
26;0.574074;[-0.182337,-374.776,0.153558]
27;0.569444;[0.302467,-374.91,-0.677717]
28;0.597222;[0.181835,-373.825,-0.451263]
29;0.587963;[-1.28559,-375.591,-0.619367]
30;0.555556;[-0.39219,-374.443,0.0147374]
31;0.657407;[0.276095,-375.184,-0.17366]
32;0.490741;[-0.590451,-374.896,0.9681]
33;0.569444;[-0.781025,-375.174,-0.163145]
34;0.592593;[0.254322,-374.518,-0.0621588]
35;0.625;[-0.153092,-376.304,-0.0662263]
36;0.615741;[-1.03532,-376.102,0.485283]
37;0.560185;[-0.895632,-374.837,0.330878]
38;0.597222;[0.656928,-374.701,0.262113]
39;0.578704;[0.601844,-374.069,0.22433]
40;0.583333;[0.0753669,-374.787,0.113004]
41;0.611111;[1.00126,-374.992,-1.45107]
42;0.601852;[1.41989,-375.01,-0.64255]
43;0.592593;[0.561807,-374.441,0.633477]
44;0;[-nan,-nan,-nan]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
