Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.0833333;[0.967911,-267.433,2.68533]
5;0.726852;[0.418784,-266.884,-0.545331]
6;0.560185;[0.356687,-266.319,-0.110239]
7;0.583333;[0.700082,-266.339,-0.342146]
8;0.574074;[-0.167288,-267.139,-0.491875]
9;0.625;[-0.345064,-264.59,-1.46922]
10;0.578704;[-0.355099,-266.72,1.372]
11;0.606481;[-0.382132,-266.857,0.151015]
12;0.597222;[-0.0464041,-266.578,0.175206]
13;0.564815;[-0.978152,-266.176,0.811104]
14;0.611111;[-1.05487,-264.874,-0.515091]
15;0.574074;[-0.190538,-266.445,0.393319]
16;0.597222;[-0.511146,-266.435,-0.107412]
17;0.509259;[-0.0373422,-266.39,0.263462]
18;0.62963;[1.07823,-266.819,-0.207847]
19;0.634259;[0.376137,-266.661,0.198523]
20;0.527778;[-0.299905,-266.663,-0.374779]
21;0.583333;[0.547938,-266.616,-0.226362]
22;0.62963;[1.07001,-266.795,-0.335637]
23;0.564815;[-0.854097,-268.566,0.299792]
24;0.587963;[0.12793,-265.257,0.0318611]
25;0.578704;[-1.31296,-266.823,0.207705]
26;0.560185;[-0.919481,-266.7,-0.762415]
27;0.564815;[0.259934,-267.256,0.274594]
28;0.62037;[0.201384,-266.401,-0.208157]
29;0.564815;[0.359561,-267.305,0.645903]
30;0.62037;[0.227243,-265.518,-0.0211231]
31;0.555556;[0.310337,-267.145,0.100528]
32;0.569444;[0.218899,-266.065,-0.184704]
33;0.587963;[0.658827,-267.227,-0.0655224]
34;0.597222;[0.45207,-266.896,-0.455025]
35;0.587963;[0.202751,-266.036,0.743379]
36;0.601852;[-0.125371,-267.908,-0.173508]
37;0.583333;[-0.337241,-267.799,-0.167414]
38;0.587963;[-0.384539,-265.329,-0.0416516]
39;0.569444;[-0.975367,-266.522,-0.452208]
40;0.606481;[0.118122,-267.406,-0.829786]
41;0.574074;[0.282716,-266.774,0.337618]
42;0.578704;[0.0307544,-266.62,0.151014]
43;0.689815;[-0.732767,-266.097,-0.675946]
44;0;[-nan,-nan,-nan]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
