Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.0787037;[1.07875,-23.7577,0.300698]
5;0.574074;[0.809459,-24.2092,0.0743024]
6;0.550926;[0.645867,-25.9661,-0.877049]
7;0.5;[0.331614,-24.4028,1.04212]
8;0.555556;[0.436779,-26.1251,-0.215658]
9;0.550926;[0.0946761,-26.871,-1.3212]
10;0.592593;[-0.901199,-26.7287,-0.730339]
11;0.546296;[1.02463,-27.3761,-0.313114]
12;0.662037;[-0.604208,-26.2265,-0.192642]
13;0.574074;[0.12816,-28.5371,0.140923]
14;0.611111;[0.182363,-27.7975,0.872285]
15;0.564815;[0.686509,-27.24,-0.483499]
16;0.611111;[0.204385,-28.2982,-0.144188]
17;0.569444;[0.187584,-27.6674,0.637956]
18;0.652778;[0.838999,-28.0812,-0.476696]
19;0.606481;[-0.764091,-28.3709,0.271576]
20;0.625;[0.377325,-28.1309,-0.391262]
21;0.638889;[-0.17395,-28.569,0.721963]
22;0.662037;[0.34495,-29.6791,0.791166]
23;0.648148;[-0.866118,-28.8747,0.0274005]
24;0.643519;[-0.138856,-29.3135,-0.483188]
25;0.648148;[-0.369327,-29.2505,-0.327978]
26;0.615741;[0.443795,-29.1471,0.274701]
27;0.662037;[-0.263124,-29.4587,0.455993]
28;0.638889;[0.408601,-28.809,0.729283]
29;0.564815;[0.960585,-29.1279,-0.874849]
30;0.625;[-0.342179,-28.237,0.346539]
31;0.615741;[-0.375293,-27.5153,-0.318739]
32;0.583333;[0.486629,-28.4687,-0.0770263]
33;0.574074;[-0.0712311,-27.4353,0.75248]
34;0.583333;[0.552383,-26.2798,0.419136]
35;0.550926;[0.569412,-26.8525,0.36539]
36;0.550926;[0.2545,-27.1422,-1.00054]
37;0.597222;[0.626567,-26.351,-0.707791]
38;0.560185;[0.464229,-25.438,-0.860235]
39;0.523148;[0.622975,-26.6411,-0.465932]
40;0.550926;[-0.347373,-26.261,0.0659686]
41;0.587963;[0.1989,-23.5946,0.146354]
42;0.532407;[0.0567456,-24.7047,0.160079]
43;0.564815;[0.00133667,-25.0384,-0.933112]
44;0;[-nan,-nan,-nan]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
