Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.0787037;[-0.550899,-252.292,-2.15622]
5;0.726852;[0.666579,-255.379,-0.0253442]
6;0.597222;[-0.256115,-254.436,-0.22031]
7;0.643519;[-0.66916,-254.278,-0.445905]
8;0.606481;[-0.721303,-255.845,-0.473128]
9;0.527778;[0.033712,-254.918,1.51278]
10;0.634259;[-0.830903,-255.173,-0.362754]
11;0.625;[-0.472767,-254.993,1.53579]
12;0.587963;[-0.606693,-254.991,-0.67924]
13;0.578704;[0.864474,-253.79,0.144644]
14;0.611111;[-0.226551,-254.168,0.111699]
15;0.541667;[-0.845418,-254.938,-0.360101]
16;0.634259;[-0.219277,-253.723,0.364544]
17;0.550926;[0.0882417,-254.046,0.0444971]
18;0.560185;[-0.449147,-254.445,-0.258627]
19;0.587963;[0.112671,-253.776,0.0847593]
20;0.634259;[-0.262471,-254.606,-0.227088]
21;0.532407;[0.361905,-254.168,0.239444]
22;0.555556;[-0.229665,-253.466,-0.447638]
23;0.680556;[-0.14852,-253.851,-0.619633]
24;0.601852;[-0.128887,-255.053,-0.528938]
25;0.606481;[-0.30535,-254.514,0.309643]
26;0.523148;[0.304632,-254.097,1.14714]
27;0.615741;[0.300632,-254.841,-1.19301]
28;0.583333;[0.577339,-254.857,-0.587364]
29;0.597222;[-0.771907,-253.988,-1.41875]
30;0.523148;[-0.788569,-255.261,0.432481]
31;0.578704;[1.21121,-254.378,0.35872]
32;0.555556;[-0.536334,-254.817,0.373758]
33;0.606481;[0.556211,-253.665,-0.153701]
34;0.555556;[-1.04677,-253.936,0.556306]
35;0.546296;[0.547706,-254.044,1.10548]
36;0.564815;[-0.0350004,-254.3,-0.799151]
37;0.546296;[0.0680798,-254.812,0.597387]
38;0.587963;[0.0399263,-254.338,-0.59772]
39;0.638889;[-0.0643251,-254.758,-0.432448]
40;0.592593;[-0.68971,-255.013,-0.455572]
41;0.578704;[0.74772,-255.377,-0.150424]
42;0.578704;[0.629771,-255.47,-0.236184]
43;0.671296;[-0.38117,-255.291,-0.195134]
44;0;[-nan,-nan,-nan]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
