Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.0925926;[2.04568,-67.9466,1.62142]
5;0.740741;[0.0472583,-64.7979,0.692623]
6;0.597222;[0.254845,-66.0336,-0.913555]
7;0.62037;[-0.407751,-65.8249,0.346628]
8;0.532407;[-0.732971,-65.3182,-0.697083]
9;0.62963;[-0.322355,-67.7562,-1.00235]
10;0.523148;[-0.0252898,-66.8849,-0.835379]
11;0.611111;[0.14341,-66.4042,0.167901]
12;0.625;[0.074669,-67.3884,0.00383334]
13;0.611111;[0.385204,-66.1359,-0.158847]
14;0.578704;[0.43379,-66.8314,1.07974]
15;0.541667;[0.0793775,-66.342,0.22502]
16;0.587963;[-0.456341,-65.2672,0.480804]
17;0.564815;[-0.428403,-67.0979,-0.360754]
18;0.569444;[-0.650032,-67.2601,-0.316387]
19;0.587963;[-0.151672,-66.6415,-0.742384]
20;0.597222;[-0.673564,-67.362,-0.355362]
21;0.546296;[0.648053,-66.5795,-0.582972]
22;0.671296;[-0.160025,-65.6637,-0.607377]
23;0.532407;[-1.47771,-65.7064,-0.0152452]
24;0.569444;[-0.43975,-66.9344,0.54178]
25;0.578704;[-0.101579,-66.0641,-0.024092]
26;0.550926;[-1.02095,-65.8425,0.744596]
27;0.638889;[0.00449147,-66.0008,-0.639814]
28;0.532407;[0.841725,-65.9157,-0.480722]
29;0.615741;[-0.318823,-67.1033,-0.518629]
30;0.615741;[-0.0884822,-67.4301,0.272139]
31;0.574074;[-0.322125,-66.5015,0.130699]
32;0.541667;[-1.05312,-65.6543,0.421617]
33;0.638889;[1.03527,-66.3932,0.0759757]
34;0.587963;[-0.193471,-65.0507,-0.203558]
35;0.578704;[0.491979,-67.2408,-0.262747]
36;0.615741;[-0.522055,-65.8409,0.0562097]
37;0.509259;[-0.487227,-66.7619,0.273175]
38;0.606481;[0.53953,-67.0168,0.00553379]
39;0.648148;[-0.276505,-65.2332,-0.713891]
40;0.578704;[-0.606662,-66.7639,0.330301]
41;0.583333;[-0.232546,-65.8835,-0.105396]
42;0.625;[0.647873,-65.6718,0.11988]
43;0.597222;[0.116446,-66.6757,-0.0503993]
44;0;[-nan,-nan,-nan]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
