Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.101852;[-0.118848,-226.02,0.839269]
5;0.75;[-0.750264,-226.16,-0.232734]
6;0.560185;[-0.300885,-226.282,1.07913]
7;0.634259;[0.4228,-226.718,-0.165559]
8;0.634259;[-0.073559,-226.62,1.13751]
9;0.601852;[0.45412,-226.654,0.190764]
10;0.578704;[-0.876918,-226.609,-0.86052]
11;0.574074;[0.0360498,-226.511,-1.1043]
12;0.560185;[-0.486544,-225.771,0.726372]
13;0.555556;[-1.02848,-225.253,-0.209826]
14;0.643519;[0.776814,-227.028,-0.0411842]
15;0.569444;[0.351289,-226.484,0.912173]
16;0.523148;[0.756304,-228.424,-0.388396]
17;0.592593;[-0.0643133,-226.054,1.26979]
18;0.583333;[0.824504,-226.556,-0.441939]
19;0.62963;[0.340736,-226.312,-0.726242]
20;0.615741;[-0.513035,-227.16,0.999911]
21;0.550926;[0.175402,-226.04,-0.325806]
22;0.541667;[-0.506206,-226.541,0.201206]
23;0.592593;[-0.324896,-226.377,0.292317]
24;0.546296;[-0.141315,-226.688,-0.238536]
25;0.634259;[0.0722927,-226.333,-0.191072]
26;0.574074;[0.489693,-226.583,0.157701]
27;0.574074;[0.833342,-225.539,0.393548]
28;0.569444;[-0.705934,-226.499,-0.0493081]
29;0.569444;[-0.0360303,-226.812,-0.519487]
30;0.578704;[-0.658975,-226.007,-0.197425]
31;0.606481;[0.218883,-226.664,0.168901]
32;0.564815;[-0.216158,-226.908,0.538291]
33;0.574074;[0.869781,-226.797,0.889176]
34;0.550926;[0.0320914,-226.675,0.566992]
35;0.652778;[-0.181188,-226.827,0.490455]
36;0.574074;[-0.615056,-226.476,0.056391]
37;0.541667;[0.594772,-226.118,0.298983]
38;0.601852;[0.378178,-226.716,-0.358379]
39;0.583333;[-0.5786,-225.99,0.018289]
40;0.592593;[0.262383,-226.858,-0.431321]
41;0.666667;[0.841726,-226.441,-0.686306]
42;0.527778;[1.06688,-226.723,0.394698]
43;0.671296;[-0.126551,-226.465,-0.109664]
44;0;[-nan,-nan,-nan]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
