Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.0787037;[0.174661,-235.597,-1.2422]
5;0.731481;[0.931136,-238.587,0.617324]
6;0.569444;[-0.303975,-238.018,0.594532]
7;0.541667;[-0.200569,-237.997,-0.240733]
8;0.578704;[-0.271518,-238.823,-0.122168]
9;0.597222;[0.392236,-238.547,0.818796]
10;0.597222;[0.676091,-238.686,-0.185746]
11;0.583333;[0.706584,-238.612,0.0605568]
12;0.550926;[-0.478431,-238.175,0.433966]
13;0.675926;[0.328561,-238.396,-0.215052]
14;0.560185;[-0.222463,-240.017,0.212666]
15;0.592593;[0.189378,-239.494,-0.539438]
16;0.578704;[0.212194,-238.387,0.563101]
17;0.578704;[-0.725188,-238.328,1.22527]
18;0.564815;[-0.331102,-238.086,0.361415]
19;0.643519;[0.523566,-238.891,-0.212682]
20;0.550926;[0.0307679,-238.581,0.774564]
21;0.592593;[-0.0322603,-238.635,-0.988156]
22;0.62037;[0.185394,-238.213,-0.00646083]
23;0.638889;[0.246657,-238.628,0.2624]
24;0.625;[-1.12621,-238.561,-0.549211]
25;0.587963;[0.545017,-238.155,0.256799]
26;0.625;[-1.17892,-238.042,-0.54496]
27;0.550926;[0.212518,-238.424,0.440402]
28;0.546296;[-0.674656,-237.848,1.12238]
29;0.601852;[0.216181,-238.491,0.151091]
30;0.601852;[-0.211564,-238.477,-0.326782]
31;0.560185;[0.0489413,-238.725,0.214145]
32;0.587963;[-0.0975991,-238.207,-0.188904]
33;0.583333;[-0.621445,-238.209,-0.683166]
34;0.518519;[0.149919,-238.914,-0.497305]
35;0.703704;[-0.140572,-238.271,0.284795]
36;0.574074;[0.375513,-238.632,0.210276]
37;0.555556;[-0.566056,-238.991,0.316451]
38;0.597222;[0.515869,-238.833,0.0661329]
39;0.611111;[1.79538,-238.667,1.5565]
40;0.601852;[-0.322063,-238.697,0.458023]
41;0.532407;[-0.538346,-238.848,0.24121]
42;0.523148;[0.643666,-238.643,1.02206]
43;0.634259;[-0.533948,-238.242,0.864411]
44;0;[-nan,-nan,-nan]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
