Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.430556;[-0.586204,-1.07332,0.885797]
5;0.611111;[-1.3574,-0.284549,-0.575839]
6;0.689815;[-0.374716,0.0459613,0.199599]
7;0.416667;[0.755323,-1.83598,-0.71414]
8;0.689815;[0.275316,-0.601935,0.55573]
9;0.481481;[0.542361,-2.33713,-0.215349]
10;0.62037;[-1.10353,-0.698866,-0.0110316]
11;0.523148;[-0.892382,-2.18108,-0.421123]
12;0.606481;[0.185604,-2.00871,-0.325857]
13;0.541667;[-0.670258,-1.54868,-0.531853]
14;0.615741;[0.300811,-1.24462,0.49121]
15;0.550926;[-0.116124,-1.87369,-0.632093]
16;0.606481;[-1.11031,-1.75645,0.460269]
17;0.518519;[0.987791,-2.25786,-0.189647]
18;0.62963;[-0.00561785,-2.34792,-0.236696]
19;0.569444;[0.146973,-2.39568,-1.06271]
20;0.550926;[-0.00974502,-2.37757,0.164153]
21;0.564815;[-0.546227,-3.14728,0.868383]
22;0.578704;[-0.246461,-2.28686,0.511025]
23;0.578704;[0.162474,-2.51004,-0.538015]
24;0.550926;[-0.679756,-2.78611,0.578282]
25;0.583333;[-0.188214,-2.98296,0.895637]
26;0.625;[-0.57267,-2.32148,-0.412702]
27;0.513889;[0.949763,-1.52678,0.307964]
28;0.583333;[0.0749901,-2.94435,-0.726461]
29;0.583333;[1.10388,-1.87014,-0.264011]
30;0.578704;[-0.13614,-2.08147,-0.366678]
31;0.583333;[0.160809,-3.48205,-0.993339]
32;0.541667;[-0.322621,-2.71048,-1.23351]
33;0.578704;[-0.565649,-1.96062,0.263516]
34;0.601852;[0.554382,-3.00687,0.0572984]
35;0.532407;[0.643275,-2.21726,-0.377194]
36;0.657407;[0.0458094,-1.5783,1.35475]
37;0.472222;[0.193357,-1.53351,0.860899]
38;0.671296;[0.39836,-0.00626314,0.385673]
39;0.50463;[-0.211103,-1.17311,-0.251414]
40;0.578704;[-0.112542,-0.45306,-0.668422]
41;0.703704;[0.469204,-1.01842,0.725638]
42;0.328704;[0.355908,-0.283397,0.324247]
43;0.99537;[-0.151858,-0.589011,0.47273]
44;0.00462963;[-0.0101901,-1.23203,3.94647]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
