Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.421296;[0.0872633,-0.954596,0.224006]
5;0.62037;[-0.675882,-0.618308,-0.562062]
6;0.703704;[0.968643,-0.957596,0.20493]
7;0.37963;[-0.713194,-0.364418,-0.948718]
8;0.708333;[0.312748,-2.11746,0.332457]
9;0.50463;[-1.58477,-1.98414,-0.757197]
10;0.597222;[-0.407953,-2.10006,1.04027]
11;0.546296;[-0.686249,-1.31126,0.448982]
12;0.611111;[-1.00309,-2.73665,-0.0528335]
13;0.578704;[-0.228769,-3.1577,0.290715]
14;0.597222;[-0.144417,-2.68951,0.843425]
15;0.583333;[-0.572862,-2.65769,0.612959]
16;0.532407;[-0.293997,-3.22443,-0.225403]
17;0.615741;[0.33682,-2.44484,-0.343938]
18;0.546296;[1.19742,-1.7276,0.712835]
19;0.606481;[0.332662,-2.39182,0.0176154]
20;0.509259;[0.930856,-2.10952,-0.146422]
21;0.587963;[-0.0486874,-3.06,0.491809]
22;0.587963;[-0.323366,-1.88607,-0.299932]
23;0.578704;[-0.246582,-2.8355,-0.615886]
24;0.574074;[0.430318,-2.8944,-0.171917]
25;0.555556;[0.59129,-3.09311,-0.794347]
26;0.601852;[-0.153057,-1.85096,-0.233354]
27;0.550926;[0.465361,-3.08686,-0.154379]
28;0.578704;[0.235681,-2.53246,-0.535063]
29;0.578704;[0.146914,-2.65036,0.927306]
30;0.555556;[0.217891,-2.39871,0.12719]
31;0.560185;[-0.169325,-2.37512,-0.671022]
32;0.550926;[-1.17561,-2.03581,0.434956]
33;0.574074;[0.583581,-1.86394,0.163447]
34;0.583333;[0.189147,-2.19727,-0.714335]
35;0.527778;[-0.177275,-1.17252,0.288252]
36;0.708333;[0.648076,-1.4188,0.394186]
37;0.467593;[1.06106,-2.63224,0.108189]
38;0.643519;[-0.743222,-1.13022,0.641781]
39;0.523148;[0.499999,-0.34976,-0.4155]
40;0.569444;[-0.642235,-1.59789,-0.0113982]
41;0.685185;[0.450056,-1.09248,0.908727]
42;0.333333;[-0.85254,-1.17854,0.22922]
43;1.00463;[0.0732299,-0.13121,-0.177804]
44;0.00462963;[9.87116,-17.2729,-0.584739]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
