Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.50463;[-0.806178,-0.887667,-0.829298]
5;0.550926;[-0.183609,-0.937306,-0.172239]
6;0.708333;[1.00619,-0.739745,-0.306416]
7;0.375;[-0.63499,-1.42824,0.845169]
8;0.699074;[0.422879,-0.484256,-0.0814618]
9;0.430556;[-0.410443,-2.53913,0.299897]
10;0.703704;[-0.0894094,-1.73954,0.00341376]
11;0.49537;[0.222069,-2.13947,0.0256582]
12;0.611111;[0.2245,-2.34192,-0.0339032]
13;0.569444;[0.134615,-1.8847,-0.410487]
14;0.578704;[-0.165333,-2.37625,-0.655737]
15;0.597222;[-0.14578,-2.68481,0.0733145]
16;0.555556;[0.354152,-1.18278,0.979036]
17;0.555556;[-0.785696,-2.22591,0.654759]
18;0.62037;[-0.166383,-2.34628,0.488497]
19;0.541667;[-0.406818,-2.51402,-0.0934913]
20;0.555556;[0.105778,-2.73095,-0.331666]
21;0.606481;[-0.862362,-2.53856,0.0693258]
22;0.541667;[-0.193906,-2.28283,0.572389]
23;0.606481;[-0.161351,-2.79139,0.211379]
24;0.513889;[-0.0839148,-2.93202,-0.454057]
25;0.615741;[-0.0331496,-2.14118,0.266417]
26;0.569444;[0.2662,-2.34221,-0.201932]
27;0.560185;[-0.160258,-2.66321,0.354952]
28;0.583333;[-0.469375,-2.41455,-1.04444]
29;0.560185;[-0.519368,-2.90551,-0.0490463]
30;0.574074;[0.521027,-2.34415,0.288802]
31;0.550926;[-0.477292,-1.83801,-0.170707]
32;0.638889;[-0.220081,-1.85422,1.04216]
33;0.513889;[-0.385431,-1.9493,0.360913]
34;0.597222;[-0.132794,-0.715298,0.696593]
35;0.537037;[0.572013,-1.41909,-0.973157]
36;0.615741;[-0.61892,-2.1015,-0.287272]
37;0.550926;[-0.111229,-2.1577,0.00691896]
38;0.606481;[-0.546546,-2.07573,-0.193759]
39;0.523148;[0.109935,-2.2109,-0.206696]
40;0.564815;[-0.22785,-1.11571,-0.390607]
41;0.726852;[0.335946,-1.47141,0.0249504]
42;0.342593;[0.480673,-1.1818,-0.0121441]
43;0.990741;[0.169032,-0.572981,-0.648346]
44;0.00462963;[0.921772,1.09167,-9.31467]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
