Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.435185;[-0.82195,-0.0754609,0.0182459]
5;0.615741;[1.16825,-0.338109,0.461497]
6;0.675926;[0.642633,-0.711003,-0.324758]
7;0.421296;[-0.0702717,-0.591612,0.587929]
8;0.694444;[-0.828538,-0.584706,-0.0377363]
9;0.472222;[-0.0731495,-1.36675,-0.628859]
10;0.657407;[-0.316707,-1.70384,-0.583851]
11;0.569444;[-1.39735,-1.61885,-0.0265926]
12;0.578704;[-0.713921,-2.18144,0.558621]
13;0.592593;[-0.420704,-3.25937,-0.0554349]
14;0.523148;[0.81089,-2.58235,0.538364]
15;0.625;[0.565168,-2.20862,0.481641]
16;0.550926;[-0.378022,-2.27909,0.471575]
17;0.578704;[-1.08085,-1.56902,-0.472962]
18;0.5;[-0.371128,-2.51967,0.0304198]
19;0.652778;[1.14391,-3.45926,1.10694]
20;0.550926;[-0.912117,-2.75665,0.839843]
21;0.611111;[-0.323457,-2.53399,-0.433021]
22;0.532407;[-0.526908,-2.2713,-1.29788]
23;0.606481;[-0.013626,-2.77888,0.784083]
24;0.550926;[0.154159,-2.06311,-0.393901]
25;0.601852;[-0.469853,-3.33903,-0.640991]
26;0.532407;[-0.220797,-3.00775,-0.0307773]
27;0.592593;[0.225104,-2.57487,-1.41113]
28;0.574074;[0.722151,-2.29974,0.0780257]
29;0.523148;[-0.34567,-2.09384,-0.0925873]
30;0.597222;[-0.24537,-2.13457,-0.954449]
31;0.546296;[-0.493462,-1.95582,1.1034]
32;0.560185;[0.479009,-1.94306,1.3819]
33;0.615741;[0.649631,-3.30571,0.287769]
34;0.564815;[-0.442849,-2.57965,0.721907]
35;0.541667;[0.0775968,-1.96858,0.337306]
36;0.560185;[0.0499756,-1.8956,-0.249275]
37;0.583333;[0.141649,-0.620958,-0.629997]
38;0.615741;[0.47551,-1.68376,-0.5187]
39;0.555556;[-0.169872,-0.636886,0.546586]
40;0.537037;[0.695175,-1.24904,0.858771]
41;0.708333;[0.285702,-1.97999,-0.824643]
42;0.324074;[-1.26837,-1.9779,-1.10646]
43;1.00926;[1.22702,-0.358416,-0.425789]
44;0.00925926;[5.9686,2.64443,13.1523]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
