Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.527778;[-0.759833,0.0149966,0.213217]
5;0.560185;[0.150065,-0.189728,1.21134]
6;0.625;[0.186591,-1.11139,-0.0439777]
7;0.453704;[0.196021,-0.988283,-0.692166]
8;0.666667;[-0.847272,-1.65729,-0.602173]
9;0.50463;[1.31657,-2.03261,1.09972]
10;0.625;[0.848194,-2.20928,-0.610905]
11;0.527778;[0.610354,-1.17225,0.769787]
12;0.592593;[-0.861692,-1.82897,-0.615988]
13;0.537037;[0.358193,-1.49798,-0.0604911]
14;0.611111;[0.0764459,-2.02127,-0.265748]
15;0.555556;[-0.0188012,-2.05594,0.0333559]
16;0.564815;[-0.201243,-3.20979,-0.581226]
17;0.592593;[-1.26813,-3.22109,-0.0861981]
18;0.509259;[0.151588,-1.89444,-0.909964]
19;0.643519;[0.0531358,-2.43594,0.653985]
20;0.569444;[0.433494,-1.89226,-0.0729341]
21;0.578704;[-0.0372808,-3.23572,-0.298811]
22;0.569444;[-0.214959,-2.92697,-0.192131]
23;0.537037;[-0.348494,-3.78663,-0.804271]
24;0.634259;[-0.282897,-1.79203,0.126399]
25;0.513889;[1.62212,-4.10465,1.14116]
26;0.606481;[-0.0881941,-2.51127,-0.313928]
27;0.550926;[-0.0399859,-1.77251,-0.221111]
28;0.601852;[-0.475601,-1.84124,0.199931]
29;0.546296;[0.415315,-2.04487,0.128763]
30;0.546296;[-0.00737555,-1.64627,-0.820958]
31;0.601852;[0.290175,-2.89556,0.675748]
32;0.601852;[-0.518951,-2.07335,0.322169]
33;0.546296;[0.278018,-1.95537,0.0161345]
34;0.601852;[-0.229292,-2.23886,0.193078]
35;0.532407;[0.174963,-2.01921,-0.0428174]
36;0.606481;[0.187321,-1.87751,-0.104816]
37;0.532407;[0.184711,-2.40037,-0.391946]
38;0.615741;[0.818276,-2.3233,-0.462536]
39;0.546296;[-0.213562,-2.05067,-0.281864]
40;0.555556;[0.514318,-1.20523,0.562641]
41;0.722222;[-0.338859,-1.60856,1.12225]
42;0.319444;[-0.758716,-1.09847,0.220912]
43;1.00926;[-0.0297933,-1.42892,0.383523]
44;0.00462963;[-9.78922,1.53383,5.73215]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
