Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.37963;[-0.741889,-0.0717831,1.63328]
5;0.675926;[0.47651,-0.496496,-1.41719]
6;0.675926;[0.693327,-1.33648,-0.0773927]
7;0.412037;[-1.04263,-1.00878,1.08978]
8;0.699074;[0.215655,-1.77686,-0.217875]
9;0.467593;[0.380249,-0.524096,-0.327573]
10;0.62963;[-0.319803,-1.25544,0.0391716]
11;0.560185;[-0.0332584,-2.43845,0.123568]
12;0.625;[-0.232181,-1.58683,0.236739]
13;0.550926;[0.32203,-1.68734,-0.152437]
14;0.564815;[1.23429,-1.8724,0.790392]
15;0.62963;[0.31161,-2.91647,-0.274696]
16;0.518519;[-0.965823,-3.27677,0.523021]
17;0.583333;[0.116388,-2.61316,-0.355632]
18;0.541667;[-0.617996,-2.24404,-0.974986]
19;0.625;[0.131852,-2.33763,-0.107169]
20;0.541667;[-0.273987,-2.52492,0.0477628]
21;0.592593;[-0.431971,-2.49348,0.400391]
22;0.532407;[0.0723164,-3.1286,0.422798]
23;0.611111;[-0.248042,-2.742,-0.282575]
24;0.601852;[-0.661377,-3.51182,0.0215575]
25;0.560185;[0.425443,-3.18145,-1.00121]
26;0.555556;[-0.371072,-2.87409,-1.4127]
27;0.587963;[0.262855,-2.55272,-0.554857]
28;0.555556;[0.905924,-3.50726,0.154545]
29;0.592593;[0.0931996,-2.46557,0.12246]
30;0.560185;[0.91203,-3.20676,0.303882]
31;0.578704;[-1.00465,-2.11046,-0.211129]
32;0.555556;[-0.168764,-2.60686,0.526122]
33;0.555556;[0.443684,-3.01613,0.427044]
34;0.615741;[0.123403,-1.7269,0.323595]
35;0.49537;[-0.161865,-2.15028,0.022208]
36;0.643519;[-0.390778,-2.13608,0.390245]
37;0.490741;[-0.55149,-1.52834,0.422929]
38;0.652778;[-0.291409,-1.7091,0.448864]
39;0.467593;[0.836347,-1.02059,0.150782]
40;0.62963;[0.225634,-0.597717,0.202224]
41;0.708333;[-0.60257,-1.27694,0.0454043]
42;0.300926;[-0.00123176,-0.616241,1.10312]
43;1.02315;[-1.10203,0.117112,0.0933145]
44;0;[-nan,-nan,-nan]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
