Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.226852;[1.68028,-11.3297,0.332762]
5;0.546296;[0.439581,-10.9011,-0.521513]
6;0.398148;[-0.430653,-13.1695,-0.297647]
7;0.546296;[-0.26784,-14.4334,-0.249204]
8;0.453704;[1.82445,-13.3717,0.231893]
9;0.486111;[0.320199,-14.7508,0.672332]
10;0.606481;[-1.00933,-16.3117,-0.157295]
11;0.472222;[0.887313,-16.0471,1.53618]
12;0.611111;[-1.18916,-16.7503,-0.166163]
13;0.537037;[0.215193,-18.2705,-0.0951364]
14;0.666667;[-0.00137585,-18.8712,0.342951]
15;0.532407;[0.20077,-18.9429,0.340049]
16;0.662037;[-0.100664,-19.5134,0.296287]
17;0.583333;[-0.664316,-20.7825,-0.149346]
18;0.62963;[-0.911133,-20.7727,-0.249006]
19;0.662037;[-0.314655,-21.0621,-0.192553]
20;0.675926;[-0.372782,-21.9393,-0.216413]
21;0.634259;[0.252829,-21.2012,0.396647]
22;0.699074;[0.740655,-21.5826,-0.0107852]
23;0.671296;[0.465776,-21.8848,0.454045]
24;0.680556;[-0.3268,-21.6047,0.0130101]
25;0.62963;[-0.231465,-21.9202,-0.71557]
26;0.736111;[0.368098,-21.4422,-0.50679]
27;0.652778;[-0.899307,-21.5665,0.112583]
28;0.62963;[-0.985422,-21.551,-0.325813]
29;0.685185;[0.150368,-20.8688,0.0297012]
30;0.615741;[-0.283154,-20.8182,-0.74494]
31;0.625;[0.163572,-20.1029,-0.305632]
32;0.657407;[0.327676,-19.8182,0.947632]
33;0.560185;[-0.294186,-18.7528,0.834037]
34;0.569444;[0.0234776,-19.1234,0.273994]
35;0.62037;[1.10995,-18.6236,0.438041]
36;0.569444;[-0.170118,-17.3223,-0.660007]
37;0.532407;[0.152204,-15.7333,-0.62548]
38;0.527778;[0.016015,-15.1057,0.865001]
39;0.555556;[-1.05211,-14.1966,-0.369027]
40;0.523148;[0.0616402,-13.5848,0.0163222]
41;0.476852;[-1.855,-11.8539,-0.68907]
42;0.402778;[2.05763,-12.6738,0.982572]
43;0.574074;[1.16666,-10.5902,0.13244]
44;0.0231481;[2.27803,-11.5932,-3.41909]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
