Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.273148;[-0.0638865,-2.62389,0.877415]
5;0.592593;[-0.432536,-2.82007,0.636458]
6;0.560185;[0.0159842,-4.19302,-0.334727]
7;0.532407;[-0.463418,-3.73547,-0.289064]
8;0.583333;[0.355733,-4.57938,1.29465]
9;0.569444;[0.614971,-5.22847,0.356595]
10;0.569444;[0.376964,-6.47555,-0.181979]
11;0.587963;[-0.436227,-6.57954,-0.36328]
12;0.518519;[-0.00753752,-6.95017,-0.275433]
13;0.592593;[-0.11368,-7.22039,-0.689412]
14;0.569444;[-0.282049,-7.11625,0.0771049]
15;0.615741;[0.452794,-7.19684,-0.504523]
16;0.550926;[0.553993,-7.65073,0.331614]
17;0.583333;[0.0976148,-8.19547,-0.382033]
18;0.606481;[0.170669,-9.38776,0.363113]
19;0.583333;[0.155542,-8.77409,-0.106389]
20;0.601852;[1.00114,-8.1985,-0.143679]
21;0.564815;[-0.304821,-9.32489,-0.582617]
22;0.666667;[0.265976,-8.65132,0.391485]
23;0.601852;[1.0604,-9.09375,0.825783]
24;0.564815;[0.38379,-9.33812,0.0517108]
25;0.611111;[0.800149,-9.20671,0.505881]
26;0.615741;[0.17694,-9.56716,0.0502808]
27;0.611111;[-0.755148,-9.66329,0.563015]
28;0.587963;[0.302815,-8.65454,-0.668401]
29;0.615741;[-0.0232456,-8.86519,-0.00651053]
30;0.62963;[-0.355012,-8.95406,0.150651]
31;0.546296;[0.12698,-8.65786,-0.00304582]
32;0.560185;[0.914943,-7.84313,-0.17131]
33;0.587963;[0.591414,-7.37738,0.195608]
34;0.574074;[0.212113,-7.34018,0.904475]
35;0.578704;[0.179986,-6.61554,-0.368024]
36;0.606481;[0.953003,-7.35356,-0.18677]
37;0.555556;[-0.426101,-6.32688,0.554285]
38;0.574074;[0.448499,-5.80068,-0.68082]
39;0.611111;[-0.652413,-6.53376,0.146907]
40;0.523148;[-0.863148,-5.49138,-0.337198]
41;0.569444;[-0.675904,-5.25451,-0.379611]
42;0.509259;[-0.820593,-2.73992,-0.460065]
43;0.759259;[0.965001,-3.93051,-0.0938498]
44;0.0324074;[0.334968,-2.37233,2.17343]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
