Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.236111;[-2.07466,-12.4993,-0.164985]
5;0.509259;[-0.109838,-11.3797,-0.736361]
6;0.416667;[0.90878,-11.8821,1.27706]
7;0.541667;[0.295279,-13.1362,-0.0270411]
8;0.518519;[0.118279,-15.4092,-0.0936263]
9;0.462963;[-0.0346303,-14.5249,-0.518618]
10;0.513889;[0.00180279,-16.121,-0.513919]
11;0.546296;[0.86748,-16.8271,0.0354581]
12;0.583333;[-0.486223,-17.4409,0.471724]
13;0.592593;[0.3271,-18.7894,0.887181]
14;0.560185;[-0.240635,-19.6339,-0.25171]
15;0.592593;[-0.527056,-19.7545,0.60154]
16;0.606481;[0.186983,-20.4958,0.132995]
17;0.62963;[0.0545263,-21.0787,0.16859]
18;0.643519;[-0.0396665,-20.5228,0.232698]
19;0.638889;[0.406204,-20.4726,-0.121929]
20;0.694444;[-0.101224,-21.397,-0.75735]
21;0.643519;[-0.384769,-20.812,-0.456111]
22;0.666667;[0.309485,-22.0523,0.405118]
23;0.712963;[0.638675,-22.1414,-0.498645]
24;0.699074;[-0.0131597,-21.7042,-1.07935]
25;0.625;[0.0242524,-21.9474,-0.608008]
26;0.689815;[0.435953,-21.5423,-0.185809]
27;0.712963;[0.53521,-22.2894,0.0676146]
28;0.634259;[-0.00764421,-21.6423,-0.229966]
29;0.685185;[0.0263195,-21.53,0.032322]
30;0.671296;[0.156883,-21.163,-0.126162]
31;0.583333;[-0.0404298,-20.9261,-0.0910636]
32;0.694444;[-0.499826,-19.7366,-0.68641]
33;0.592593;[-0.530242,-19.0491,0.139525]
34;0.574074;[0.285421,-18.7147,0.610899]
35;0.550926;[-0.888094,-18.3044,-0.0603623]
36;0.541667;[0.27725,-16.9842,0.444419]
37;0.523148;[0.866528,-16.6563,0.0914601]
38;0.527778;[-0.0259903,-15.3316,0.111334]
39;0.564815;[-0.186851,-14.5381,-0.531205]
40;0.472222;[0.367349,-13.0336,-0.614453]
41;0.5;[0.86222,-12.9396,-0.550038]
42;0.412037;[-0.077973,-11.9466,0.222112]
43;0.560185;[-0.99933,-10.5806,1.42972]
44;0.0231481;[-3.01118,-6.31398,-1.48037]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
