Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.226852;[-0.742386,-12.9706,0.0351093]
5;0.481481;[-1.29543,-12.6954,-1.15246]
6;0.453704;[0.252098,-14.5106,-0.526756]
7;0.439815;[0.32718,-17.9746,-0.0352088]
8;0.513889;[-0.209519,-18.4115,0.78906]
9;0.430556;[0.62165,-18.4531,1.05501]
10;0.550926;[-0.251993,-19.532,0.862189]
11;0.527778;[-0.191997,-20.889,-0.330799]
12;0.541667;[-0.89843,-21.4306,-0.785633]
13;0.560185;[-0.887669,-21.8452,-0.477272]
14;0.592593;[-1.10266,-22.3117,0.0995038]
15;0.569444;[-0.526502,-22.9933,0.0509887]
16;0.662037;[0.0485876,-24.136,0.440044]
17;0.62037;[0.0112704,-24.3073,-0.195096]
18;0.657407;[0.139509,-24.1577,1.00251]
19;0.62963;[0.481478,-24.0179,-0.205165]
20;0.731481;[0.0804835,-25.0678,0.360837]
21;0.680556;[-0.038643,-25.4282,-0.47563]
22;0.643519;[-0.0726487,-25.6239,-0.383285]
23;0.703704;[-0.100916,-26.0375,0.3891]
24;0.722222;[0.0415303,-24.5425,-0.332608]
25;0.657407;[0.244754,-24.7368,0.618467]
26;0.699074;[-0.30136,-24.8149,0.413378]
27;0.662037;[-0.248648,-24.7718,-0.468488]
28;0.699074;[0.356366,-25.1367,-0.307288]
29;0.671296;[0.389074,-24.8429,0.255107]
30;0.657407;[0.158682,-24.2224,-0.551086]
31;0.62037;[0.586536,-23.4443,-0.20128]
32;0.625;[0.227963,-23.3945,0.750492]
33;0.625;[0.116153,-23.2941,-0.438156]
34;0.550926;[0.121601,-22.1732,-0.439271]
35;0.648148;[-0.570674,-21.688,-0.599581]
36;0.597222;[0.189715,-19.9959,-0.218558]
37;0.560185;[0.290684,-21.2173,-0.111093]
38;0.537037;[0.0752959,-20.3161,-0.0204514]
39;0.467593;[0.42473,-18.8089,-0.55647]
40;0.425926;[0.0539854,-16.8727,0.492184]
41;0.50463;[-0.111452,-16.621,0.809084]
42;0.388889;[-1.45049,-15.8074,1.02342]
43;0.597222;[-0.5926,-12.3038,0.85739]
44;0.0138889;[0.775608,-18.3825,-8.66178]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
