Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.222222;[-1.11728,-9.51615,1.30616]
5;0.49537;[-0.486164,-10.4317,0.122473]
6;0.5;[-1.14055,-12.3235,0.655714]
7;0.449074;[1.37052,-12.8496,-0.640367]
8;0.5;[0.0528144,-13.3958,1.69324]
9;0.523148;[-0.174126,-14.6553,0.575614]
10;0.5;[0.979873,-16.2532,-0.107916]
11;0.546296;[1.49871,-15.901,-1.17544]
12;0.555556;[0.0564042,-17.5899,-0.798121]
13;0.601852;[-0.0632258,-18.5925,0.636413]
14;0.574074;[0.204848,-18.141,-0.88951]
15;0.606481;[-0.00271939,-18.3606,-0.148319]
16;0.634259;[0.362656,-19.6178,-0.351167]
17;0.615741;[0.106386,-20.0861,-0.0403525]
18;0.601852;[-0.676084,-19.9599,0.00157894]
19;0.648148;[-0.47045,-20.4376,0.0391633]
20;0.722222;[0.270012,-21.527,0.19824]
21;0.685185;[-0.0314987,-21.9904,0.299787]
22;0.671296;[0.378636,-21.4566,-0.355338]
23;0.703704;[0.347179,-21.7406,0.791812]
24;0.652778;[0.518406,-21.6613,-0.886332]
25;0.694444;[-0.513362,-21.7788,-0.075064]
26;0.62963;[0.0168846,-21.3732,-0.35883]
27;0.703704;[0.367356,-20.8119,0.0314517]
28;0.648148;[0.519435,-21.4316,-0.213001]
29;0.615741;[-0.04087,-20.7677,-0.461323]
30;0.652778;[0.0481866,-21.1472,0.246857]
31;0.574074;[0.0307184,-19.6868,-0.190115]
32;0.685185;[0.43174,-18.831,-0.334548]
33;0.523148;[-0.410933,-19.2301,-0.821689]
34;0.574074;[-0.0265484,-19.2622,-0.163449]
35;0.625;[0.247736,-18.3944,0.220629]
36;0.597222;[0.627487,-16.4618,-0.0123523]
37;0.467593;[-0.399916,-16.4952,0.629326]
38;0.592593;[0.733228,-15.8728,0.538391]
39;0.462963;[-0.0696664,-15.7953,0.677823]
40;0.550926;[0.424356,-13.3902,0.585196]
41;0.449074;[-0.718763,-13.3263,-1.73903]
42;0.486111;[0.443028,-11.8444,0.106235]
43;0.574074;[-0.10496,-10.5743,-0.286196]
44;0.0324074;[1.52894,-12.9669,-3.89618]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
