Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.240741;[-0.107463,-8.39298,1.83945]
5;0.513889;[0.540589,-9.11501,-0.771042]
6;0.453704;[0.255063,-10.5968,-0.796335]
7;0.541667;[-0.611801,-10.6748,0.072715]
8;0.49537;[-0.270247,-12.0348,0.0676258]
9;0.523148;[0.150139,-11.8148,0.338044]
10;0.546296;[0.498246,-13.5513,0.642028]
11;0.569444;[0.126312,-15.3483,-0.226486]
12;0.555556;[0.845722,-15.1089,-0.346904]
13;0.583333;[0.527383,-15.4382,0.777509]
14;0.569444;[-0.402916,-16.6873,-0.572164]
15;0.671296;[-0.256631,-18.3046,0.490116]
16;0.625;[0.768757,-17.0954,-0.314026]
17;0.601852;[0.201609,-18.2259,-0.395505]
18;0.638889;[-0.320113,-19.6566,-0.265515]
19;0.634259;[0.360078,-18.3525,-0.130572]
20;0.587963;[0.483405,-19.3615,0.0527032]
21;0.726852;[-0.948809,-18.8761,-0.949228]
22;0.638889;[0.206595,-19.879,0.363921]
23;0.671296;[0.581967,-19.0349,0.264931]
24;0.648148;[-0.0920654,-19.4886,0.394591]
25;0.662037;[-0.665661,-18.4332,0.405727]
26;0.652778;[0.325671,-18.6639,-0.479207]
27;0.643519;[-0.422777,-18.7181,0.236691]
28;0.689815;[0.0884222,-18.6563,0.150247]
29;0.615741;[0.453993,-18.6285,-0.363433]
30;0.648148;[-0.518332,-19.3243,0.104091]
31;0.666667;[-0.0747852,-18.4231,-0.381955]
32;0.611111;[-0.71333,-17.7949,-0.145428]
33;0.541667;[-0.131632,-15.6582,-0.455082]
34;0.625;[0.306789,-17.0016,0.181761]
35;0.583333;[-0.359528,-15.2381,-0.202149]
36;0.611111;[-0.288689,-15.0427,-0.299521]
37;0.486111;[-0.0369331,-14.3554,-0.598527]
38;0.606481;[-0.0925414,-14.0442,-0.814289]
39;0.444444;[-0.0398513,-12.1072,0.595374]
40;0.476852;[0.549819,-12.0364,-0.381213]
41;0.513889;[-0.59144,-11.0188,-0.869994]
42;0.453704;[0.13715,-9.55767,-1.20909]
43;0.560185;[1.17298,-8.95159,0.752363]
44;0.0185185;[1.07375,-11.4445,-2.99067]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
