Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.319444;[-0.182449,-162.5,-0.0443143]
5;0.615741;[-0.0894646,-163.182,0.308164]
6;0.592593;[0.000137617,-162.649,-0.204612]
7;0.513889;[-0.034094,-162.471,-0.159307]
8;0.625;[-0.240784,-162.866,-0.157806]
9;0.583333;[-0.086071,-162.85,-0.299006]
10;0.606481;[0.485396,-162.98,0.0688118]
11;0.527778;[0.000715744,-162.621,0.0438024]
12;0.615741;[-0.25932,-162.85,-0.0941258]
13;0.527778;[0.267025,-162.522,-0.150656]
14;0.606481;[-0.191168,-162.398,0.0365715]
15;0.532407;[0.403722,-162.595,0.069752]
16;0.634259;[-0.104034,-162.963,0.10586]
17;0.564815;[-0.313719,-163.088,-0.221134]
18;0.546296;[0.223052,-162.734,0.0904739]
19;0.615741;[-0.128007,-162.781,-0.142122]
20;0.615741;[0.0317195,-162.875,-0.26661]
21;0.597222;[-0.173668,-162.96,0.0630567]
22;0.569444;[0.1589,-162.63,0.258364]
23;0.601852;[-0.2799,-162.799,0.0766267]
24;0.62037;[-0.0509315,-162.77,0.00765012]
25;0.550926;[-0.200394,-162.701,-0.131933]
26;0.578704;[-0.106563,-162.588,0.19401]
27;0.532407;[-0.184733,-162.844,-0.170168]
28;0.583333;[0.0852242,-162.843,-0.105937]
29;0.550926;[0.0114231,-162.754,0.076011]
30;0.648148;[0.376407,-162.712,-0.135637]
31;0.541667;[-0.0336795,-162.837,-0.0724244]
32;0.583333;[-0.0943896,-162.509,-0.153]
33;0.592593;[0.246011,-163.068,0.066282]
34;0.587963;[-0.146065,-162.928,0.0526093]
35;0.601852;[-0.0577931,-162.455,0.0636737]
36;0.550926;[-0.0887341,-162.708,-0.0686041]
37;0.527778;[0.0979558,-162.595,-0.127017]
38;0.578704;[0.106898,-162.873,-0.0294607]
39;0.592593;[0.111332,-162.666,0.169916]
40;0.546296;[-0.0238297,-162.304,0.167818]
41;0.564815;[-0.250503,-163.023,-0.273831]
42;0.564815;[0.00252624,-162.496,0.125394]
43;0.777778;[0.230927,-162.82,-0.0172046]
44;0.0601852;[-0.00410997,-162.76,0.473266]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
