Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.351852;[0.214105,-142.962,0.105231]
5;0.578704;[-0.220764,-142.768,-0.154022]
6;0.611111;[0.0877414,-142.937,0.382873]
7;0.569444;[-0.0516418,-142.976,0.21102]
8;0.634259;[0.103934,-142.639,0.157174]
9;0.49537;[-0.0565426,-142.716,-0.050795]
10;0.587963;[-0.577414,-142.586,-0.0596195]
11;0.537037;[-0.289234,-142.591,0.0793666]
12;0.560185;[-0.173766,-142.725,0.0817712]
13;0.606481;[0.0811153,-142.744,0.0639072]
14;0.564815;[-0.034374,-143.063,-0.0928185]
15;0.615741;[-0.387904,-142.773,0.166836]
16;0.550926;[0.0273192,-142.904,-0.134203]
17;0.560185;[-0.0750398,-142.643,0.00351573]
18;0.546296;[-0.161437,-142.824,-0.364698]
19;0.578704;[0.172083,-142.505,0.28871]
20;0.560185;[-0.0351042,-142.692,0.276393]
21;0.611111;[-0.147872,-142.508,0.204999]
22;0.685185;[-0.0172123,-142.769,-0.0760141]
23;0.564815;[-0.0491798,-142.643,0.00442653]
24;0.569444;[-0.166976,-142.958,-0.0869826]
25;0.564815;[0.0650968,-142.589,-0.500633]
26;0.574074;[0.396266,-142.557,0.199716]
27;0.574074;[0.0830805,-142.913,-0.343208]
28;0.532407;[0.0279409,-142.718,-0.0799778]
29;0.625;[0.20797,-142.901,-0.0170238]
30;0.569444;[0.233124,-142.579,-0.269084]
31;0.601852;[-0.0466886,-142.657,-0.0604653]
32;0.583333;[-0.0687912,-142.559,0.163306]
33;0.601852;[0.0505215,-142.616,-0.11195]
34;0.532407;[-0.156182,-142.686,-0.104719]
35;0.625;[0.0407173,-143.017,-0.00156626]
36;0.550926;[0.234694,-142.843,0.209428]
37;0.583333;[0.0948835,-142.972,-0.0305263]
38;0.537037;[0.316455,-142.596,-0.13732]
39;0.569444;[-0.26518,-142.978,0.0307818]
40;0.574074;[0.269625,-143.037,-0.0710241]
41;0.574074;[0.081309,-142.468,0.0337619]
42;0.648148;[-0.0277862,-142.708,-0.224132]
43;0.722222;[-0.174742,-142.857,-0.0372594]
44;0.0648148;[1.38611,-141.96,1.25485]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
