Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.361111;[-0.187962,-354.459,-0.109493]
5;0.601852;[0.0411729,-354.647,-0.298216]
6;0.578704;[-0.204974,-354.742,0.0742974]
7;0.615741;[-0.175984,-355.096,0.0808608]
8;0.606481;[0.071221,-354.796,0.422042]
9;0.50463;[-0.0780721,-354.813,-0.154901]
10;0.578704;[-0.05617,-354.748,-0.0951747]
11;0.592593;[0.0740801,-354.857,-0.208704]
12;0.546296;[0.206152,-354.785,-0.252433]
13;0.597222;[0.0789136,-354.724,0.106837]
14;0.532407;[-0.142212,-354.747,-0.252963]
15;0.583333;[0.107527,-354.642,-0.0284651]
16;0.574074;[0.345857,-354.702,0.297835]
17;0.578704;[-0.161544,-354.708,-0.234693]
18;0.532407;[0.217377,-354.807,0.351851]
19;0.592593;[0.234637,-354.617,-0.233032]
20;0.601852;[0.1467,-355.032,0.0427199]
21;0.560185;[0.210673,-354.726,-0.205004]
22;0.601852;[-0.0778895,-354.799,0.154444]
23;0.555556;[0.121309,-354.834,0.0262134]
24;0.615741;[-0.130654,-354.849,0.134375]
25;0.560185;[0.147879,-354.752,-0.0991093]
26;0.611111;[0.0633493,-354.829,-0.0836321]
27;0.564815;[0.160692,-354.907,-0.0496518]
28;0.537037;[-0.0272618,-354.563,0.207375]
29;0.625;[0.209382,-354.641,-0.0835123]
30;0.541667;[0.440023,-354.97,-0.0295978]
31;0.555556;[-0.0641742,-354.819,-0.132911]
32;0.601852;[-0.048377,-354.799,-0.232936]
33;0.625;[0.120082,-354.918,0.0703842]
34;0.513889;[0.132678,-354.796,0.0404565]
35;0.703704;[-0.0546566,-354.658,-0.0879223]
36;0.462963;[0.199717,-354.79,0.268555]
37;0.662037;[-0.146653,-354.751,0.136267]
38;0.62963;[0.568945,-354.644,0.106048]
39;0.555556;[0.0706528,-354.569,0.0582608]
40;0.574074;[-0.0660127,-354.764,0.0197341]
41;0.564815;[0.00134227,-354.761,0.124472]
42;0.597222;[-0.0473768,-354.626,0.0724458]
43;0.703704;[0.00443366,-354.772,-0.27966]
44;0.0462963;[0.0616329,-356.317,1.58005]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
