Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.342593;[-0.0885684,-242.985,-0.0490667]
5;0.564815;[0.187092,-242.648,-0.167851]
6;0.550926;[-0.00237242,-242.469,0.177052]
7;0.597222;[-0.13621,-242.828,-0.109121]
8;0.574074;[-0.14966,-242.672,0.135527]
9;0.587963;[-0.0143024,-242.825,-0.22508]
10;0.560185;[-0.0693622,-242.877,0.125095]
11;0.615741;[0.163631,-242.561,-0.0580976]
12;0.550926;[-0.342849,-242.555,-0.013815]
13;0.541667;[-0.0921778,-242.827,-0.089491]
14;0.587963;[-0.22924,-242.881,-0.0290958]
15;0.592593;[0.0923374,-243.114,0.0611585]
16;0.564815;[-0.145609,-242.865,-0.10468]
17;0.518519;[0.10158,-242.74,0.0568277]
18;0.597222;[0.0858223,-242.678,0.167767]
19;0.569444;[-0.164137,-242.888,-0.223298]
20;0.62037;[0.0228173,-243.211,-0.109179]
21;0.560185;[-0.097886,-242.318,-0.0877065]
22;0.560185;[-0.0941601,-242.753,-0.000264319]
23;0.546296;[0.0405501,-242.836,0.200004]
24;0.611111;[0.0573769,-242.64,-0.309725]
25;0.527778;[0.0779696,-242.806,0.194223]
26;0.592593;[0.0568608,-242.845,-0.156908]
27;0.62037;[0.0234772,-242.729,-0.154543]
28;0.625;[0.0457487,-242.798,0.219672]
29;0.587963;[0.0983146,-242.88,-0.305673]
30;0.587963;[0.139338,-242.728,0.0162002]
31;0.597222;[0.00349552,-242.886,-0.133562]
32;0.560185;[-0.204768,-242.735,0.0858026]
33;0.638889;[0.227949,-242.618,0.0741233]
34;0.597222;[-0.0491488,-242.641,0.182788]
35;0.564815;[0.0184798,-242.596,0.00344274]
36;0.592593;[0.235855,-242.704,-0.0374038]
37;0.569444;[0.0893915,-242.981,0.153957]
38;0.555556;[0.152316,-243.047,-0.134447]
39;0.634259;[-0.277713,-242.729,-0.202473]
40;0.606481;[-0.17476,-242.626,-0.256117]
41;0.513889;[-0.123706,-242.855,-0.198851]
42;0.560185;[-0.169408,-242.422,0.0499101]
43;0.740741;[-0.0291439,-242.597,-0.0610608]
44;0.0601852;[-0.635691,-243.445,-0.678024]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
