Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.375;[0.16275,-234.868,0.122641]
5;0.532407;[0.0952092,-234.575,0.206039]
6;0.652778;[0.049484,-234.528,0.164114]
7;0.50463;[-0.258168,-235.008,0.200483]
8;0.592593;[-0.182828,-235.007,-0.320607]
9;0.537037;[0.147085,-234.374,0.264277]
10;0.546296;[-0.301667,-234.897,-0.213686]
11;0.62963;[0.00548577,-234.702,0.305888]
12;0.578704;[0.14107,-234.842,-0.230615]
13;0.569444;[-0.0029408,-234.986,-0.048368]
14;0.606481;[-0.0447924,-235.047,-0.421024]
15;0.606481;[0.100585,-234.579,-0.176441]
16;0.597222;[0.11373,-234.824,-0.0135947]
17;0.634259;[0.051568,-234.47,-0.0950357]
18;0.523148;[0.147286,-234.529,-0.164853]
19;0.546296;[-0.0107457,-234.911,0.40597]
20;0.583333;[-0.291503,-234.775,-0.0965523]
21;0.592593;[-0.0716162,-234.538,0.21968]
22;0.532407;[0.242299,-235.04,-0.0239646]
23;0.597222;[0.125409,-234.678,-0.369242]
24;0.532407;[-0.390168,-234.826,-0.0728389]
25;0.574074;[-0.268765,-235.053,0.172064]
26;0.652778;[-0.225856,-234.526,0.0424172]
27;0.574074;[0.113718,-234.944,0.00456432]
28;0.611111;[0.229379,-234.699,-0.0696242]
29;0.611111;[0.341545,-234.507,-0.374316]
30;0.527778;[0.266555,-235,0.0942551]
31;0.578704;[-0.222009,-234.698,-0.0219383]
32;0.62963;[-0.235084,-234.878,-0.29182]
33;0.569444;[0.0577657,-234.931,0.0563315]
34;0.537037;[-0.236845,-234.797,0.0866402]
35;0.643519;[0.0252774,-234.77,-0.165067]
36;0.569444;[0.104952,-234.72,0.0202143]
37;0.592593;[0.159699,-234.603,0.053344]
38;0.587963;[0.100176,-234.95,-0.00856387]
39;0.537037;[0.34167,-234.793,0.143724]
40;0.541667;[0.0148368,-234.771,-0.251944]
41;0.583333;[-0.127867,-234.605,0.0819695]
42;0.62037;[0.354929,-234.834,0.00141392]
43;0.671296;[-0.00192582,-234.482,0.0520733]
44;0.0648148;[-0.080866,-234.512,-0.828523]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
