Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.328704;[-0.102906,-314.932,-0.0112308]
5;0.62963;[0.246194,-314.7,0.407461]
6;0.486111;[0.306368,-314.844,-0.181487]
7;0.569444;[0.0151391,-314.563,0.0015561]
8;0.546296;[0.0808345,-314.71,0.0164597]
9;0.606481;[-0.345746,-314.396,-0.0323285]
10;0.537037;[-0.10757,-314.789,-0.0953007]
11;0.541667;[-0.113583,-314.826,-0.142388]
12;0.532407;[0.459928,-314.966,0.0927645]
13;0.611111;[-0.215125,-314.778,0.037793]
14;0.615741;[-0.139856,-314.849,0.0512556]
15;0.597222;[0.0151067,-314.623,-0.175294]
16;0.541667;[0.267162,-314.263,0.0834864]
17;0.583333;[-0.217291,-314.76,-0.030803]
18;0.550926;[-0.00807241,-314.648,0.0491735]
19;0.527778;[0.0595309,-314.782,-0.116912]
20;0.611111;[-0.0331709,-314.772,-0.195386]
21;0.546296;[-0.0176918,-314.634,0.0199518]
22;0.601852;[0.251782,-315.047,0.252591]
23;0.569444;[-0.055554,-314.878,-0.0306461]
24;0.597222;[-0.148455,-314.914,-0.10105]
25;0.541667;[-0.103849,-315.138,-0.114217]
26;0.643519;[-0.0989114,-314.544,0.120123]
27;0.587963;[0.0620013,-314.733,-0.00945292]
28;0.587963;[-0.0813936,-315.214,-0.0377411]
29;0.601852;[0.348374,-314.457,0.131133]
30;0.564815;[-0.247469,-314.779,-0.192088]
31;0.578704;[-0.0919882,-314.969,-0.0600259]
32;0.587963;[0.189936,-314.823,-0.0191286]
33;0.615741;[0.00473804,-314.799,-0.286483]
34;0.62037;[-0.285123,-315.003,0.0135648]
35;0.49537;[-0.207632,-314.818,-0.390381]
36;0.666667;[-0.171103,-314.512,0.132635]
37;0.578704;[-0.0853852,-314.541,0.299931]
38;0.615741;[-0.107573,-314.475,0.20457]
39;0.583333;[-0.152976,-314.954,-0.0734872]
40;0.546296;[0.156069,-314.981,-0.0880656]
41;0.592593;[0.0620984,-314.728,-0.0757969]
42;0.546296;[0.114749,-314.64,-0.229059]
43;0.791667;[-0.19238,-314.847,-0.168195]
44;0.0694444;[-0.642719,-315.348,0.165292]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
