Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.310185;[0.319941,-274.551,0.285155]
5;0.564815;[-0.191439,-274.42,-0.0680017]
6;0.578704;[0.193327,-275.016,-0.125826]
7;0.62037;[0.272169,-274.824,-0.192341]
8;0.611111;[-0.0503268,-274.898,-0.346094]
9;0.578704;[-0.0221327,-274.663,0.191121]
10;0.606481;[-0.372951,-274.852,-0.0692716]
11;0.615741;[-0.360687,-274.588,-0.23836]
12;0.541667;[-0.0147598,-274.743,-0.123726]
13;0.606481;[-0.0380912,-274.617,-0.242536]
14;0.615741;[0.204288,-274.657,-0.164296]
15;0.518519;[-0.307635,-274.631,-0.543033]
16;0.527778;[-0.0463562,-274.572,0.04815]
17;0.587963;[-0.121608,-275.029,0.135035]
18;0.527778;[0.127453,-274.697,-0.194006]
19;0.601852;[0.0316488,-275.108,-0.163172]
20;0.587963;[-0.27789,-274.568,0.209341]
21;0.555556;[-0.415912,-274.801,-0.283111]
22;0.611111;[-0.241218,-274.857,0.246304]
23;0.592593;[-0.111827,-274.892,0.391826]
24;0.574074;[-0.0479832,-274.891,-0.169893]
25;0.578704;[-0.18324,-274.861,-0.0216569]
26;0.537037;[-0.25924,-274.649,-0.146486]
27;0.546296;[-0.0451382,-274.898,-0.164365]
28;0.625;[-0.0352157,-274.926,0.469048]
29;0.592593;[-0.26531,-274.786,0.0810795]
30;0.546296;[-0.0518924,-274.551,-0.0431965]
31;0.583333;[-0.0743491,-274.657,0.0248807]
32;0.555556;[0.13708,-274.879,0.0438704]
33;0.597222;[0.0923436,-274.593,-0.224461]
34;0.574074;[0.0541644,-274.761,0.151208]
35;0.564815;[-0.422942,-274.946,-0.0844277]
36;0.601852;[-0.146108,-274.625,-0.369999]
37;0.62963;[-0.113342,-274.996,-0.0833156]
38;0.550926;[0.22914,-274.44,-0.421679]
39;0.601852;[0.472015,-274.687,0.220848]
40;0.601852;[-0.347088,-274.699,0.141962]
41;0.578704;[-0.436127,-274.588,0.0452219]
42;0.583333;[-0.251315,-274.814,0.2437]
43;0.736111;[-0.105436,-274.977,0.172828]
44;0.0277778;[1.57586,-274.396,0.744015]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
