Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.37037;[-0.0369518,-342.625,0.0805343]
5;0.569444;[0.126237,-342.606,0.104457]
6;0.625;[0.185313,-342.628,-0.21487]
7;0.587963;[-0.295148,-342.488,-0.084774]
8;0.592593;[-0.0160185,-343.031,0.0920699]
9;0.550926;[-0.145615,-342.832,0.194465]
10;0.560185;[0.250248,-342.845,0.0379824]
11;0.564815;[-0.421207,-342.577,-0.0696752]
12;0.550926;[0.0814115,-342.822,-0.136939]
13;0.62037;[-0.0376918,-342.803,-0.192836]
14;0.578704;[-0.443974,-342.937,-0.181748]
15;0.574074;[0.33145,-342.594,0.202835]
16;0.574074;[-0.298763,-342.629,-0.000612666]
17;0.587963;[-0.111312,-342.96,0.0610738]
18;0.583333;[0.162065,-342.824,0.0217431]
19;0.62037;[-0.11669,-342.457,0.313786]
20;0.587963;[-0.00163048,-342.729,0.0307637]
21;0.583333;[0.557488,-342.504,0.0665981]
22;0.583333;[-0.404249,-342.772,0.092763]
23;0.587963;[0.259837,-342.949,-0.263302]
24;0.578704;[-0.0476884,-342.896,0.079937]
25;0.592593;[-0.0472649,-342.929,-0.0434713]
26;0.546296;[-0.155017,-342.91,0.0299348]
27;0.578704;[-0.302078,-342.998,-0.170751]
28;0.592593;[-0.00198394,-342.829,-0.088855]
29;0.574074;[0.133528,-342.515,0.0932072]
30;0.560185;[-0.0990584,-342.877,-0.0902904]
31;0.523148;[0.105927,-342.566,0.184973]
32;0.62037;[-0.0480053,-342.917,-0.0153456]
33;0.532407;[0.179395,-342.911,-0.0168221]
34;0.587963;[-0.0440272,-342.903,0.270017]
35;0.634259;[0.0329044,-342.536,-0.155026]
36;0.532407;[0.144061,-342.679,-0.0261964]
37;0.574074;[-0.0562039,-342.9,0.0772154]
38;0.666667;[-0.108374,-343.055,0.090841]
39;0.583333;[0.0212024,-342.739,0.226063]
40;0.555556;[-0.0775908,-342.484,-0.0999085]
41;0.50463;[0.2837,-342.677,0.118244]
42;0.615741;[0.0662493,-342.681,-0.10934]
43;0.694444;[0.0809826,-342.928,0.310274]
44;0.0462963;[0.366043,-342.606,0.0491721]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
