Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.194444;[1.42932,-149.323,-0.132027]
5;0.407407;[0.39788,-151.375,0.874916]
6;0.439815;[-0.13415,-151.011,-0.125282]
7;0.430556;[0.375194,-151.726,0.448996]
8;0.384259;[1.24453,-149.972,-0.555576]
9;0.393519;[-0.493594,-151.398,-1.17986]
10;0.458333;[0.808164,-151.092,1.8407]
11;0.347222;[1.50996,-151.095,-0.393847]
12;0.449074;[-0.497357,-149.819,0.195691]
13;0.416667;[0.545411,-150.412,0.419644]
14;0.421296;[-0.039917,-151.538,-0.49523]
15;0.412037;[-0.307501,-151.016,-0.706706]
16;0.421296;[-1.18073,-151.525,-0.83641]
17;0.393519;[-1.1721,-151.511,0.538907]
18;0.351852;[-1.15668,-152.369,0.716425]
19;0.416667;[0.613417,-150.942,1.80312]
20;0.398148;[0.844255,-151.684,0.503402]
21;0.490741;[-0.443572,-152.2,0.150046]
22;0.402778;[-0.231999,-151.362,0.737375]
23;0.430556;[-0.598296,-150.903,-0.611441]
24;0.351852;[0.718951,-152.367,-0.565883]
25;0.416667;[0.50504,-151.124,-0.0639676]
26;0.412037;[0.277295,-150.578,1.32591]
27;0.402778;[0.348923,-150.966,0.540391]
28;0.37037;[0.368064,-150.817,-0.614713]
29;0.37037;[-0.303983,-151.19,0.987483]
30;0.398148;[0.219443,-150.712,0.541603]
31;0.388889;[-0.367105,-150.646,-0.494471]
32;0.375;[-1.25522,-150.556,0.147356]
33;0.439815;[0.336542,-151.859,-0.132253]
34;0.402778;[-0.363581,-151.794,-0.293165]
35;0.444444;[-0.720398,-151.509,0.355219]
36;0.393519;[-0.461778,-151.752,-0.92112]
37;0.412037;[-0.988503,-149.804,-0.413704]
38;0.416667;[-0.0744344,-150.739,0.740772]
39;0.439815;[0.855609,-151.198,0.145735]
40;0.430556;[-0.933496,-151.938,-0.327157]
41;0.412037;[-0.198875,-150.867,0.41606]
42;0.37963;[0.290215,-151.489,-0.85876]
43;0.532407;[0.588666,-150.413,0.111824]
44;0.0231481;[0.689766,-148.316,-1.57023]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
