Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.212963;[0.821042,-228.225,1.84409]
5;0.476852;[0.0947441,-226.622,-0.553479]
6;0.384259;[-0.781664,-227.254,1.11114]
7;0.481481;[-0.360331,-228.442,0.279962]
8;0.412037;[-0.583794,-227.465,0.358149]
9;0.421296;[-0.461107,-226.49,-0.798083]
10;0.421296;[-0.313696,-226.786,-0.899494]
11;0.342593;[0.021986,-228.117,0.836032]
12;0.361111;[0.515917,-226.222,0.621058]
13;0.37963;[0.255353,-226.303,0.441345]
14;0.458333;[-0.581719,-227.756,1.33195]
15;0.407407;[-1.55701,-227.867,-1.46271]
16;0.412037;[-0.0255131,-226.951,-0.437493]
17;0.425926;[-0.0615702,-228.968,0.0855196]
18;0.388889;[0.598423,-227.559,-0.934024]
19;0.412037;[0.559217,-227.346,-0.229661]
20;0.430556;[-0.341734,-227.87,-0.232981]
21;0.361111;[-0.381549,-226.007,-0.165594]
22;0.412037;[-0.0612092,-227.152,-0.914116]
23;0.421296;[-0.215227,-228.053,0.212987]
24;0.393519;[0.51475,-226.052,-0.599842]
25;0.393519;[0.319954,-227.279,-0.149446]
26;0.421296;[0.10608,-226.54,-0.0160488]
27;0.319444;[-0.75248,-227.529,0.923222]
28;0.476852;[-0.691303,-227.406,-0.578995]
29;0.393519;[-0.67013,-227.363,0.180316]
30;0.412037;[-0.694692,-226.508,-0.601065]
31;0.398148;[-2.09497,-226.042,0.302017]
32;0.37037;[0.05928,-226.823,0.650537]
33;0.425926;[0.0806293,-226.343,-0.386272]
34;0.435185;[-0.791125,-227.337,0.50462]
35;0.416667;[-0.078227,-226.669,-0.0912704]
36;0.444444;[-1.21055,-226.249,0.206242]
37;0.384259;[0.44131,-228.168,-0.283861]
38;0.398148;[0.162754,-227.354,0.312006]
39;0.412037;[-0.897972,-228.106,-0.183074]
40;0.458333;[0.170102,-227.603,0.439188]
41;0.37963;[0.522324,-227.191,0.117692]
42;0.342593;[0.761352,-228.13,1.01748]
43;0.537037;[-0.210513,-226.611,0.232179]
44;0.037037;[-4.68238,-231.436,4.01609]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
