Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.194444;[0.919289,-215.077,0.649939]
5;0.449074;[1.03597,-214.104,-0.327817]
6;0.5;[1.09595,-214.054,0.0931526]
7;0.37963;[-0.688706,-214.647,-0.934394]
8;0.388889;[-0.281768,-214.851,-0.200018]
9;0.388889;[-0.557657,-216.452,0.72901]
10;0.37963;[-0.691153,-213.739,0.316202]
11;0.421296;[-0.279433,-214.889,0.335017]
12;0.37963;[-0.97021,-215.413,0.282727]
13;0.402778;[-1.41319,-215.154,-0.493146]
14;0.449074;[0.803967,-215.217,0.727696]
15;0.421296;[0.0914196,-215.508,-0.709782]
16;0.351852;[-0.291437,-215.259,-0.305687]
17;0.412037;[-0.543804,-214.776,-0.205447]
18;0.407407;[-0.400195,-215.586,-0.492541]
19;0.430556;[0.73073,-214.583,1.94149]
20;0.356481;[-0.0201441,-216.039,0.521218]
21;0.412037;[0.619857,-215.009,0.139201]
22;0.388889;[-0.608897,-215.559,1.08985]
23;0.388889;[0.202691,-214.715,-0.174907]
24;0.421296;[1.2218,-215.746,-0.691786]
25;0.407407;[-0.739973,-215.263,-0.904033]
26;0.407407;[-0.174063,-215.762,0.839461]
27;0.430556;[-0.100484,-214.838,-0.871467]
28;0.398148;[0.387334,-214.624,0.31953]
29;0.412037;[0.906962,-215.279,-0.948178]
30;0.388889;[-0.601873,-216.135,-0.593514]
31;0.439815;[1.14121,-215.102,0.902217]
32;0.444444;[0.474539,-214.954,-1.28486]
33;0.430556;[0.652881,-215.007,0.772989]
34;0.421296;[0.805094,-216.316,-0.686207]
35;0.421296;[-0.102775,-215.147,0.830556]
36;0.467593;[0.0863637,-215.708,-0.0122648]
37;0.407407;[0.0363304,-215.649,0.762083]
38;0.393519;[-0.651315,-214.85,-0.265214]
39;0.384259;[-1.82846,-215.319,0.0412396]
40;0.439815;[0.18567,-215.847,-0.728556]
41;0.356481;[-0.0564572,-215.139,-0.588655]
42;0.393519;[0.284594,-215.465,0.449057]
43;0.472222;[-1.01554,-214.807,-1.27836]
44;0.0324074;[-3.79902,-214.262,-3.88432]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
