Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.231481;[0.386372,-128.547,-0.887529]
5;0.467593;[-0.943205,-128.359,-0.308223]
6;0.398148;[-0.562934,-126.921,0.910925]
7;0.472222;[0.226509,-127.578,-1.0721]
8;0.421296;[-0.983289,-128.222,-0.552879]
9;0.416667;[0.0904296,-127.301,0.574828]
10;0.37963;[0.852605,-127.65,0.428884]
11;0.449074;[-0.949856,-126.362,0.518477]
12;0.421296;[1.40327,-126.623,-0.742228]
13;0.444444;[-0.350545,-127.177,0.584785]
14;0.356481;[0.0439946,-127.05,-1.21685]
15;0.416667;[-0.173829,-127.62,0.185968]
16;0.393519;[0.503711,-127.368,-0.432914]
17;0.402778;[-0.321996,-127.062,0.0623092]
18;0.37037;[0.0838052,-126.548,-0.099442]
19;0.37963;[0.125348,-125.792,1.46782]
20;0.449074;[-0.372919,-126.214,0.792258]
21;0.472222;[0.513442,-127.076,0.670324]
22;0.384259;[-0.192863,-126.975,1.52983]
23;0.421296;[0.455834,-127.364,0.506264]
24;0.412037;[-0.595907,-126.911,0.186553]
25;0.425926;[-1.11215,-126.447,-0.179946]
26;0.388889;[-1.90977,-127.529,0.266027]
27;0.439815;[-0.999624,-126.294,-0.215846]
28;0.333333;[-0.995781,-127.74,-0.355397]
29;0.425926;[-0.0244941,-126.746,1.60696]
30;0.361111;[-1.01018,-128.171,1.0381]
31;0.361111;[-0.41517,-126.34,0.326254]
32;0.398148;[-0.135383,-127.487,-0.310859]
33;0.398148;[0.245718,-125.968,-0.203025]
34;0.361111;[1.2427,-126.186,0.978124]
35;0.407407;[-0.161494,-126.78,-0.0182564]
36;0.398148;[-0.868539,-126.976,0.058209]
37;0.449074;[0.905058,-127.462,0.514228]
38;0.435185;[-1.11144,-126.833,-1.00056]
39;0.444444;[0.696176,-127.369,0.406034]
40;0.356481;[0.643581,-126.75,-0.407659]
41;0.365741;[-0.0680602,-127.077,-0.426077]
42;0.425926;[0.0573962,-127.419,0.550128]
43;0.490741;[-0.454935,-126.82,-0.244902]
44;0.0462963;[-1.63338,-127.946,1.85756]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
