Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.199074;[0.652325,-246.199,1.09944]
5;0.5;[-0.132478,-248.522,0.653237]
6;0.407407;[-0.0920505,-247.863,-0.431968]
7;0.430556;[0.0501005,-247.494,-0.208321]
8;0.421296;[0.423972,-247.18,0.594816]
9;0.365741;[0.33853,-246.929,0.029422]
10;0.439815;[-0.00611883,-246.986,-0.762426]
11;0.337963;[0.027642,-246.97,0.972975]
12;0.425926;[-0.324454,-247.913,0.308806]
13;0.449074;[0.431381,-246.698,0.747247]
14;0.375;[0.685234,-247.276,-0.921984]
15;0.37037;[-0.473787,-247.22,-0.810514]
16;0.398148;[-0.281906,-247.539,0.728673]
17;0.402778;[-0.197883,-247.514,-0.659304]
18;0.384259;[-0.0132784,-246.69,0.317696]
19;0.462963;[0.113012,-247.553,-0.970775]
20;0.416667;[0.30697,-247.763,0.0923681]
21;0.435185;[0.388288,-247.496,0.446021]
22;0.416667;[0.618341,-246.264,-0.539707]
23;0.444444;[-0.729899,-246.708,-0.447136]
24;0.37963;[-0.00297021,-247.594,1.26326]
25;0.421296;[0.439078,-247.224,0.69085]
26;0.449074;[0.179606,-247.863,-0.97971]
27;0.393519;[-0.0600901,-247.694,0.405595]
28;0.439815;[-0.918907,-247.176,1.23896]
29;0.416667;[-0.242266,-246.916,0.904685]
30;0.365741;[0.320617,-247.887,-0.159231]
31;0.453704;[0.255722,-247.118,0.0188847]
32;0.37963;[0.831152,-247.373,0.528365]
33;0.421296;[-1.46964,-246.824,-0.234994]
34;0.388889;[-0.670558,-247.056,-0.412356]
35;0.398148;[0.0789943,-245.892,-0.509618]
36;0.421296;[-0.0499719,-247.843,0.774254]
37;0.291667;[-0.242026,-248.226,-0.643446]
38;0.393519;[-0.982127,-246.538,-1.76609]
39;0.388889;[0.368365,-247.283,-0.823588]
40;0.402778;[0.0457901,-246.584,0.656125]
41;0.467593;[-0.965181,-247.857,0.849015]
42;0.398148;[1.60357,-246.658,-0.550035]
43;0.467593;[0.629349,-247.776,-0.388479]
44;0.0509259;[2.44852,-248.191,-0.455608]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
