Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.162037;[-1.96853,-17.9756,-1.18029]
5;0.300926;[1.48675,-19.2108,0.448431]
6;0.351852;[-0.40782,-20.283,-0.156092]
7;0.314815;[-2.06091,-21.9555,0.322209]
8;0.291667;[-0.538356,-20.7651,-0.125304]
9;0.351852;[1.11268,-19.9377,-0.0166246]
10;0.398148;[0.486409,-22.3963,-0.789406]
11;0.37963;[0.574774,-23.4055,0.489534]
12;0.421296;[-0.0381686,-22.4459,-0.778215]
13;0.421296;[0.267618,-22.9725,0.581892]
14;0.398148;[0.367073,-24.5195,0.514134]
15;0.416667;[0.373391,-24.8472,-0.172049]
16;0.393519;[-0.843005,-25.9001,1.12886]
17;0.467593;[0.181672,-25.4931,-0.327607]
18;0.421296;[-0.479759,-24.7654,0.174356]
19;0.472222;[-0.840817,-26.6241,-0.183245]
20;0.509259;[-0.604738,-26.1327,0.904937]
21;0.453704;[-0.285916,-26.5555,0.0566955]
22;0.513889;[0.0466019,-27.1653,0.290467]
23;0.523148;[-0.0300497,-26.0188,0.11121]
24;0.49537;[0.132274,-25.4314,-0.564853]
25;0.490741;[0.71001,-26.4954,0.61725]
26;0.523148;[-0.197741,-26.4394,0.227626]
27;0.481481;[0.37876,-25.7665,0.175786]
28;0.486111;[-0.0437991,-26.0217,-0.115361]
29;0.444444;[-0.483695,-25.5929,-0.193587]
30;0.444444;[0.742681,-25.9434,0.194673]
31;0.435185;[-1.05837,-25.3147,-0.559053]
32;0.439815;[0.946969,-24.4202,-0.252922]
33;0.430556;[-0.547054,-24.6346,-0.897488]
34;0.407407;[-0.616721,-23.3425,-0.325667]
35;0.430556;[-0.281953,-23.0481,-0.287168]
36;0.324074;[0.267296,-23.9358,0.768024]
37;0.384259;[-0.672014,-22.3131,-0.887457]
38;0.324074;[-0.395413,-22.2245,-1.01642]
39;0.361111;[0.065107,-21.9337,-0.744456]
40;0.337963;[0.817007,-20.6288,-0.660991]
41;0.361111;[-0.050705,-18.4734,1.22129]
42;0.310185;[0.992833,-20.1043,0.44373]
43;0.365741;[0.214147,-20.2662,-2.30961]
44;0.0324074;[2.54104,-22.4325,-1.45764]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
