Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.236111;[-0.505271,-187.108,0.566832]
5;0.444444;[0.252092,-187.879,0.69708]
6;0.458333;[0.161571,-185.896,0.171729]
7;0.449074;[-0.611343,-186.063,0.691405]
8;0.37037;[-0.361207,-187.907,-0.972781]
9;0.439815;[0.197555,-185.819,0.588392]
10;0.388889;[-0.93603,-187.653,-0.00410326]
11;0.416667;[-0.311835,-187.757,0.246515]
12;0.37037;[-0.838457,-187.818,0.929045]
13;0.375;[-0.151695,-186.358,-0.288465]
14;0.430556;[0.23385,-188.282,0.336247]
15;0.388889;[-0.65548,-188.199,0.409353]
16;0.412037;[0.0232551,-186.96,0.62113]
17;0.365741;[0.196272,-186.61,0.142556]
18;0.402778;[0.436701,-186.209,0.260976]
19;0.416667;[0.360667,-187.934,0.223105]
20;0.435185;[0.564532,-187.329,-0.306052]
21;0.407407;[-0.635998,-187.735,1.16371]
22;0.421296;[-0.606132,-187.833,0.322324]
23;0.393519;[-0.585109,-186.507,-0.4513]
24;0.439815;[0.251301,-186.223,0.0161924]
25;0.416667;[-1.16685,-186.79,-0.61949]
26;0.402778;[0.361078,-186.588,-1.5851]
27;0.421296;[0.0628402,-186.427,-0.493211]
28;0.388889;[-0.754815,-186.339,0.049201]
29;0.416667;[1.30496,-187.727,-0.125171]
30;0.430556;[0.0328151,-186.907,0.660491]
31;0.384259;[0.42799,-186.796,0.952399]
32;0.365741;[-1.05071,-187.81,-0.373476]
33;0.421296;[0.0275606,-187.786,-0.523571]
34;0.402778;[-0.866682,-186.99,-0.395739]
35;0.393519;[0.711442,-188.295,0.192887]
36;0.425926;[0.525459,-188.197,0.0870334]
37;0.361111;[0.950231,-187.203,-1.06969]
38;0.462963;[-1.23108,-187.359,-0.451525]
39;0.425926;[1.48182,-186.177,0.624892]
40;0.402778;[-0.560801,-186.023,0.45937]
41;0.375;[0.158348,-187.594,-0.577058]
42;0.402778;[1.08297,-187.438,-0.749954]
43;0.481481;[-0.158359,-186.593,0.486939]
44;0.0277778;[1.42337,-185.055,0.361811]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
