Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.157407;[1.72282,-11.8642,-0.372754]
5;0.365741;[-0.823234,-13.8302,1.16626]
6;0.347222;[0.33492,-13.5771,-1.41872]
7;0.300926;[-0.30841,-15.0456,-1.73868]
8;0.356481;[-0.572541,-15.9624,-0.0610396]
9;0.347222;[0.372389,-16.3861,-0.178284]
10;0.398148;[0.537425,-17.4366,0.249481]
11;0.342593;[0.998548,-16.5929,0.0729224]
12;0.407407;[0.819963,-18.2884,-0.246632]
13;0.388889;[0.65505,-17.9029,-0.591621]
14;0.486111;[0.492896,-19.2253,0.0778356]
15;0.37963;[0.0910974,-19.1287,-0.256159]
16;0.444444;[0.168244,-19.5752,0.243127]
17;0.425926;[0.740429,-20.0896,-0.14164]
18;0.449074;[0.58666,-21.1578,-0.979958]
19;0.439815;[0.451012,-21.6218,0.654367]
20;0.490741;[-0.0634183,-21.1523,0.166284]
21;0.444444;[-0.357599,-21.6253,-0.766321]
22;0.5;[-0.427287,-22.2949,0.0801643]
23;0.458333;[0.0728311,-22.3821,0.600407]
24;0.412037;[0.115001,-22.1901,-1.16635]
25;0.50463;[0.459717,-21.7558,0.530292]
26;0.476852;[-0.15832,-21.4578,-0.361645]
27;0.513889;[-0.152139,-21.0879,-0.465851]
28;0.476852;[0.387587,-21.3469,-0.10855]
29;0.50463;[-0.416505,-21.412,-0.743268]
30;0.37963;[-0.0957306,-20.917,0.00597468]
31;0.467593;[-0.141969,-20.3595,0.178233]
32;0.375;[0.767555,-20.5053,0.0134206]
33;0.444444;[0.442439,-19.3423,0.110008]
34;0.393519;[0.987369,-18.4382,0.164573]
35;0.365741;[-0.0113861,-18.3451,-0.447911]
36;0.375;[-0.731804,-19.1726,0.181796]
37;0.402778;[0.0293942,-18.3124,-0.536066]
38;0.398148;[0.364823,-15.5155,0.781906]
39;0.324074;[0.774687,-15.8786,-1.15881]
40;0.421296;[-0.201068,-15.3905,-0.491587]
41;0.310185;[0.349134,-15.1153,0.716786]
42;0.398148;[-0.0800753,-13.831,-0.794673]
43;0.365741;[-0.877829,-12.5136,0.435378]
44;0.0324074;[-0.525823,-15.6427,0.0125016]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
