Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.361111;[-0.0978866,-203.905,0.202848]
5;0.625;[0.163402,-204.709,-0.912747]
6;0.634259;[-0.752816,-204.228,0.000893473]
7;0.546296;[-1.31579,-204.593,0.374013]
8;0.564815;[1.08756,-203.945,-0.281722]
9;0.587963;[0.898221,-205.658,-0.345292]
10;0.592593;[-0.120816,-205.292,0.229033]
11;0.597222;[-0.360147,-204.34,0.244939]
12;0.564815;[0.598253,-205.701,-0.142331]
13;0.611111;[-0.421271,-204.945,-0.078054]
14;0.560185;[-0.000360542,-204.533,-0.262897]
15;0.50463;[0.854397,-203.906,-0.0617671]
16;0.527778;[0.343218,-205.071,0.0868523]
17;0.587963;[-0.455865,-205.061,-0.541978]
18;0.592593;[-0.00982831,-204.049,-0.433958]
19;0.606481;[-0.0546663,-204.705,0.0440473]
20;0.597222;[0.61921,-204.589,-0.115059]
21;0.569444;[-0.184925,-204.832,0.0944989]
22;0.611111;[0.386293,-204.133,-0.326899]
23;0.574074;[0.949292,-204.444,0.231137]
24;0.564815;[-0.618694,-205.173,-0.880669]
25;0.62037;[-0.847047,-204.544,-0.0443473]
26;0.541667;[1.09572,-204.977,0.291118]
27;0.597222;[-0.532994,-205.648,-0.433534]
28;0.564815;[0.28253,-204.633,0.359396]
29;0.578704;[-0.11356,-205.506,-0.773682]
30;0.606481;[0.14342,-204.546,-0.277747]
31;0.550926;[0.0850032,-204.806,-0.468673]
32;0.569444;[-0.401508,-204.92,-0.13885]
33;0.523148;[-0.217061,-204.803,-0.867166]
34;0.625;[-0.55569,-204.423,0.309705]
35;0.50463;[-0.0799121,-204.181,-0.347499]
36;0.615741;[0.231893,-204.618,0.0688016]
37;0.532407;[-0.350794,-204.465,0.00703126]
38;0.541667;[-0.206188,-204.659,0.45557]
39;0.569444;[-0.573401,-204.959,0.203204]
40;0.601852;[0.039265,-204.803,-1.31618]
41;0.689815;[0.370804,-203.966,0.582932]
42;0.587963;[0.137826,-205.35,-0.777584]
43;0.703704;[0.446343,-204.954,0.519481]
44;0.0416667;[2.53193,-207.229,0.55216]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
