Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.314815;[0.155072,-201.174,-1.00875]
5;0.666667;[0.0605301,-200.381,0.121876]
6;0.541667;[0.245769,-200.105,-0.520309]
7;0.578704;[-0.62219,-201.278,0.250685]
8;0.597222;[0.201763,-200.378,-0.00553077]
9;0.615741;[1.00819,-201.266,-1.17088]
10;0.583333;[-0.774516,-201.492,-0.724852]
11;0.62963;[0.107359,-201.218,0.28822]
12;0.523148;[-0.731863,-200.603,0.113811]
13;0.62037;[-0.799977,-201.14,-1.23384]
14;0.625;[-0.531066,-200.569,-0.176943]
15;0.587963;[0.609377,-201.046,-0.615963]
16;0.569444;[0.275841,-200.153,-0.53167]
17;0.597222;[0.327818,-201.171,0.168791]
18;0.583333;[-0.0576568,-200.987,-0.37384]
19;0.564815;[-0.207784,-200.956,-0.37237]
20;0.555556;[0.0659902,-200.563,0.288074]
21;0.62037;[1.01074,-199.961,-0.28594]
22;0.527778;[-0.463958,-200.694,-0.00695772]
23;0.606481;[-0.55859,-201.086,0.217007]
24;0.634259;[0.0372955,-199.678,-0.644835]
25;0.509259;[0.371995,-200.427,-0.318541]
26;0.574074;[-0.0850986,-200.195,-0.150321]
27;0.601852;[1.39377,-201.556,0.190401]
28;0.601852;[-0.859009,-200.195,-0.17615]
29;0.546296;[-0.782396,-200.741,0.188445]
30;0.574074;[-0.0801845,-200.25,-1.02638]
31;0.527778;[-0.333554,-200.04,0.277716]
32;0.560185;[-0.408092,-201.726,-0.288448]
33;0.601852;[0.159689,-200.948,-1.0395]
34;0.546296;[-0.911976,-200.081,-1.02147]
35;0.550926;[0.638066,-200.5,-0.369661]
36;0.569444;[0.555521,-200.223,0.612029]
37;0.518519;[0.316979,-200.16,-0.422733]
38;0.578704;[0.237263,-200.279,0.617167]
39;0.615741;[-0.541812,-200.965,0.188028]
40;0.560185;[-0.153871,-200.885,-0.0303585]
41;0.569444;[0.634292,-200.219,-0.20392]
42;0.638889;[1.32317,-201.513,-0.0547765]
43;0.736111;[-0.413313,-201.495,0.571711]
44;0.0231481;[3.86977,-201.69,1.98736]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
