Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.314815;[-0.897387,-6.70094,0.282494]
5;0.467593;[0.57033,-7.53871,-0.828722]
6;0.532407;[1.69994,-6.79363,0.522046]
7;0.490741;[0.0686107,-9.32587,-0.178398]
8;0.611111;[0.614117,-9.92812,-0.445748]
9;0.537037;[0.311319,-11.0714,0.109307]
10;0.583333;[0.698307,-11.4378,1.04365]
11;0.592593;[0.689745,-12.2024,0.842803]
12;0.527778;[0.497882,-13.0034,0.165781]
13;0.583333;[0.205154,-13.4601,-0.598664]
14;0.625;[-0.270349,-14.0272,-1.04971]
15;0.527778;[-0.268639,-15.3093,-0.548192]
16;0.625;[0.721951,-15.7894,-0.38434]
17;0.611111;[-0.591817,-16.7187,-0.634065]
18;0.615741;[-0.303105,-16.8007,0.14874]
19;0.685185;[-0.118271,-17.1812,0.758324]
20;0.671296;[0.500692,-17.4402,0.459628]
21;0.62037;[-0.736476,-17.7955,-0.1222]
22;0.62037;[-0.00785327,-17.9121,-0.108481]
23;0.648148;[0.636354,-17.0373,0.524467]
24;0.675926;[0.524099,-17.8154,0.31124]
25;0.597222;[0.533917,-18.0034,-0.536819]
26;0.648148;[-0.164206,-17.8174,-0.57953]
27;0.643519;[0.0384485,-16.1767,-0.769466]
28;0.685185;[-0.343498,-17.0141,-0.529095]
29;0.62037;[-0.102924,-16.2966,0.478515]
30;0.537037;[-0.439491,-16.9066,1.94384]
31;0.62963;[0.672933,-16.7274,-0.198071]
32;0.537037;[-0.811173,-14.8599,0.741669]
33;0.634259;[-1.02268,-14.7882,-0.647196]
34;0.592593;[-0.0620825,-13.3488,0.35827]
35;0.555556;[1.22569,-14.1731,-0.0736921]
36;0.513889;[-0.648186,-12.8378,-0.210241]
37;0.541667;[0.141093,-12.0699,0.790526]
38;0.546296;[0.116935,-11.6015,0.57326]
39;0.574074;[0.253617,-10.6223,-0.498979]
40;0.486111;[1.25882,-11.4876,-0.177679]
41;0.541667;[-0.165558,-8.59652,-0.365679]
42;0.416667;[-0.94809,-6.71343,0.283465]
43;0.62963;[-0.739822,-5.76044,0.351447]
44;0.0509259;[0.82142,-4.12014,4.2263]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
