Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.333333;[-0.210358,-88.7797,-0.408856]
5;0.643519;[-0.586023,-90.0382,0.402058]
6;0.555556;[1.34991,-89.5379,-0.100752]
7;0.574074;[0.117792,-88.5801,0.335526]
8;0.62963;[-0.111897,-90.606,-0.294655]
9;0.532407;[0.398334,-88.9159,-0.53631]
10;0.662037;[-0.254531,-88.5666,0.402636]
11;0.574074;[0.0456478,-88.8024,0.185715]
12;0.625;[0.302869,-89.2071,-1.33243]
13;0.578704;[1.20863,-89.4712,0.774824]
14;0.555556;[0.370206,-89.3018,0.905352]
15;0.546296;[-0.501421,-89.7575,0.815004]
16;0.597222;[0.719906,-89.2856,-0.607332]
17;0.638889;[0.25161,-89.6145,-0.0564644]
18;0.601852;[-0.0489482,-89.4086,0.125819]
19;0.615741;[-0.0506977,-89.4209,0.576286]
20;0.574074;[-0.414428,-88.8338,-0.0560865]
21;0.62037;[-0.517955,-89.3736,-0.0533981]
22;0.564815;[0.556158,-88.3018,0.331364]
23;0.546296;[0.577171,-88.1794,0.419442]
24;0.601852;[-1.31505,-87.7418,0.0442558]
25;0.592593;[0.582973,-88.8069,-0.312698]
26;0.578704;[-0.297503,-87.9701,0.141941]
27;0.62037;[1.09168,-88.1475,-0.0139863]
28;0.574074;[-1.07101,-87.9685,-0.76608]
29;0.564815;[-0.425352,-87.6772,0.0969274]
30;0.625;[-0.621186,-88.6798,-1.3913]
31;0.541667;[0.0390064,-87.1442,0.450194]
32;0.578704;[-0.627909,-88.7862,0.868275]
33;0.550926;[0.262591,-87.9029,0.393645]
34;0.541667;[-0.347683,-88.5268,0.104122]
35;0.537037;[0.745001,-87.6035,0.409753]
36;0.601852;[0.350798,-88.0732,0.466277]
37;0.592593;[1.52576,-87.672,-0.342313]
38;0.523148;[-0.931748,-88.4452,-0.704421]
39;0.578704;[-0.64193,-88.1527,0.223219]
40;0.532407;[0.144188,-87.3548,0.79528]
41;0.537037;[-0.559711,-85.7764,0.257481]
42;0.564815;[0.533109,-87.7247,-0.584868]
43;0.722222;[0.388774,-87.6729,0.25399]
44;0.0185185;[5.07001,-82.6443,-2.71597]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
