Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.259259;[1.68881,-3.7696,-0.215453]
5;0.634259;[0.39071,-3.87909,1.42159]
6;0.523148;[0.404564,-5.48051,0.427791]
7;0.513889;[-0.138217,-5.9607,-0.335314]
8;0.578704;[-0.288803,-6.72518,0.83239]
9;0.550926;[0.0936372,-8.35679,-0.679666]
10;0.597222;[0.0629321,-9.12916,-1.3106]
11;0.550926;[0.0774881,-9.57229,-1.07285]
12;0.513889;[-0.478938,-9.55237,0.157095]
13;0.638889;[0.382394,-9.02672,0.0234862]
14;0.578704;[-0.26804,-9.78297,-0.628861]
15;0.541667;[-0.692346,-10.2488,0.401766]
16;0.578704;[-0.26908,-10.4782,0.974751]
17;0.597222;[-0.411837,-11.2156,-0.264376]
18;0.550926;[-0.262876,-10.9977,0.926692]
19;0.652778;[0.468079,-11.2153,0.138229]
20;0.634259;[-0.194738,-11.8885,0.471533]
21;0.652778;[0.421076,-11.4287,-0.193305]
22;0.574074;[0.181804,-11.3869,0.0453365]
23;0.634259;[-0.110662,-12.0051,0.30707]
24;0.550926;[-0.348926,-12.463,-0.0354481]
25;0.587963;[0.943098,-12.2287,-0.460783]
26;0.615741;[0.520071,-12.0338,-0.193018]
27;0.611111;[-0.665684,-11.6596,-0.36118]
28;0.662037;[0.54826,-11.3952,0.938124]
29;0.578704;[0.129951,-10.9438,0.111585]
30;0.587963;[0.533496,-10.8854,0.0263142]
31;0.615741;[0.253357,-11.0588,0.260434]
32;0.615741;[-0.297075,-10.8994,-0.912923]
33;0.578704;[0.553737,-10.5248,0.80429]
34;0.592593;[-0.104309,-9.87544,-0.349777]
35;0.555556;[1.26065,-9.08799,0.135618]
36;0.592593;[0.576758,-9.42915,-0.0984723]
37;0.481481;[-0.548566,-8.79766,0.17447]
38;0.652778;[-0.180886,-7.00314,-0.26455]
39;0.587963;[0.279614,-6.72154,-0.69189]
40;0.546296;[0.412242,-5.17191,0.251083]
41;0.532407;[0.757175,-5.60401,-0.320279]
42;0.50463;[-0.936527,-5.25426,-0.181037]
43;0.671296;[0.971372,-4.48084,-0.513862]
44;0.0694444;[-0.595851,-4.01749,0.476066]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
