Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.25463;[0.530236,-240.965,0.146167]
5;0.689815;[-0.722017,-239.914,-0.342493]
6;0.569444;[0.466587,-240.985,0.127978]
7;0.583333;[0.07451,-240.25,0.443231]
8;0.569444;[0.497585,-241.714,-0.263525]
9;0.527778;[-0.453003,-240.424,1.02805]
10;0.62963;[-0.139415,-239.606,0.21432]
11;0.574074;[-0.112134,-240.468,1.3429]
12;0.569444;[-0.67771,-240.492,1.04996]
13;0.587963;[0.154174,-240.804,-1.48326]
14;0.560185;[-0.958169,-241.208,0.864898]
15;0.62963;[-0.224582,-240.564,1.01418]
16;0.564815;[0.0707446,-240.417,-0.257732]
17;0.62037;[0.788627,-240.474,-0.431695]
18;0.592593;[0.387233,-240.814,-0.419961]
19;0.574074;[-0.739105,-241.505,-0.463376]
20;0.569444;[-0.510325,-240.724,0.438491]
21;0.546296;[-2.0915,-241.575,-0.613261]
22;0.574074;[-0.218919,-241.246,0.135973]
23;0.555556;[-0.998677,-239.777,-0.265952]
24;0.597222;[-0.493956,-240.674,0.276845]
25;0.587963;[0.186678,-241.541,0.327299]
26;0.587963;[0.27353,-240.341,-0.821152]
27;0.560185;[0.555024,-240.485,0.598149]
28;0.583333;[-0.115862,-241.674,-0.191081]
29;0.625;[-0.852384,-241.568,0.0104618]
30;0.509259;[0.546302,-240.628,-1.14384]
31;0.611111;[0.10126,-241.84,0.150965]
32;0.537037;[-0.290164,-241.206,0.338276]
33;0.578704;[-0.295937,-240.536,-0.661284]
34;0.564815;[0.450005,-241.178,0.495377]
35;0.555556;[-0.445722,-240.506,0.992262]
36;0.643519;[-0.121181,-240.728,0.227354]
37;0.513889;[0.637574,-240.237,0.592243]
38;0.541667;[-0.225463,-241.469,-0.291669]
39;0.634259;[0.301143,-240.425,-0.487741]
40;0.638889;[-1.22524,-241.006,-0.526115]
41;0.569444;[-0.651214,-241.733,-0.464294]
42;0.615741;[0.465509,-241.053,0.448525]
43;0.731481;[0.512719,-240.542,0.054725]
44;0.0185185;[-0.203063,-239.456,3.27866]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
