Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.212963;[-0.526083,-19.1113,1.02214]
5;0.5;[0.280288,-19.6707,0.798036]
6;0.486111;[-0.733077,-21.2884,0.958481]
7;0.407407;[-0.739773,-21.4706,-0.135648]
8;0.462963;[0.0399555,-22.1952,-0.552427]
9;0.564815;[-0.712802,-25.2753,1.41117]
10;0.472222;[-0.242178,-25.0284,0.900712]
11;0.527778;[-0.299877,-25.013,0.200778]
12;0.49537;[0.6511,-25.7544,-0.783114]
13;0.643519;[-0.19759,-26.5689,-0.458807]
14;0.569444;[0.308776,-28.5169,0.332015]
15;0.606481;[-0.324956,-29.272,0.0178117]
16;0.615741;[0.790582,-29.0224,-0.231846]
17;0.634259;[-0.667902,-29.1453,-0.249556]
18;0.634259;[-0.50881,-29.8167,0.213]
19;0.685185;[0.707745,-30.5641,-0.595686]
20;0.62037;[0.189388,-29.9803,-0.335993]
21;0.768519;[-0.133547,-30.799,0.776174]
22;0.708333;[-0.112758,-30.9405,-0.464445]
23;0.703704;[-1.22022,-30.9413,-0.207857]
24;0.694444;[-0.0284752,-31.1153,0.121608]
25;0.74537;[-0.142722,-30.2831,-0.1352]
26;0.675926;[0.025616,-30.568,0.116822]
27;0.712963;[-0.367601,-30.0753,0.322353]
28;0.717593;[-0.431242,-29.7139,0.0640881]
29;0.689815;[-1.17554,-29.4842,-0.881424]
30;0.731481;[0.195857,-28.945,-0.0992009]
31;0.625;[0.364548,-28.0733,-0.126483]
32;0.689815;[-0.508823,-27.9973,-0.256214]
33;0.569444;[-0.349736,-27.2721,-0.207452]
34;0.527778;[0.189171,-26.6762,1.05982]
35;0.574074;[0.73843,-26.2119,-1.09052]
36;0.49537;[-0.3433,-24.8348,-0.106367]
37;0.550926;[-0.942957,-24.1291,-0.577516]
38;0.5;[1.47464,-24.1153,-0.121029]
39;0.439815;[-0.588841,-21.1718,0.463182]
40;0.476852;[1.26385,-22.2008,0.551484]
41;0.412037;[0.528714,-19.6747,-0.570969]
42;0.486111;[-0.652569,-19.0964,1.22392]
43;0.50463;[-0.416052,-18.3157,0.32716]
44;0.00925926;[1.03311,-8.76424,-10.7215]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
