Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.25;[-0.462238,-30.0051,0.747333]
5;0.555556;[-1.40371,-29.7165,-0.596713]
6;0.458333;[0.187111,-28.8796,-0.724166]
7;0.412037;[-0.769774,-30.0454,0.0643567]
8;0.546296;[0.10369,-31.3256,-0.0704973]
9;0.537037;[-0.474832,-30.5542,0.820977]
10;0.578704;[-0.202192,-32.5249,1.09125]
11;0.592593;[0.347539,-32.8954,0.171642]
12;0.583333;[-0.116392,-33.4351,-0.373642]
13;0.569444;[0.116053,-32.7562,-0.571392]
14;0.699074;[0.162473,-34.3215,-0.372885]
15;0.671296;[0.502954,-35.1166,-0.622046]
16;0.694444;[-0.17264,-35.3877,0.287405]
17;0.671296;[0.316045,-35.0678,0.197657]
18;0.726852;[-0.0076513,-35.9688,0.396758]
19;0.736111;[-0.0623736,-36.0121,0.161728]
20;0.74537;[0.191216,-35.6358,0.144841]
21;0.722222;[0.498801,-35.7196,0.0359476]
22;0.680556;[0.409622,-35.4143,0.626762]
23;0.726852;[0.461587,-35.5119,-0.85957]
24;0.699074;[0.254942,-36.0074,0.265057]
25;0.62037;[0.190346,-35.2957,0.268044]
26;0.712963;[0.0545684,-35.5391,0.394203]
27;0.606481;[-0.388752,-34.5303,-1.16485]
28;0.648148;[-0.0445173,-34.5707,-0.826652]
29;0.634259;[0.415459,-34.311,0.122379]
30;0.666667;[-0.365191,-33.8653,-0.0438496]
31;0.541667;[0.25349,-33.3564,0.922644]
32;0.550926;[0.828579,-32.3298,0.621822]
33;0.638889;[-0.376514,-32.2508,-0.608826]
34;0.486111;[0.0577303,-30.3333,0.144065]
35;0.49537;[-0.99288,-30.0053,-0.561536]
36;0.5;[-0.521833,-29.3226,-0.446132]
37;0.518519;[-0.399766,-28.7685,-0.149676]
38;0.50463;[0.341869,-28.5924,-1.43451]
39;0.462963;[0.665262,-27.7729,-1.27251]
40;0.365741;[-0.703772,-26.5444,-0.162153]
41;0.458333;[0.190032,-25.2507,-0.532604]
42;0.361111;[0.143802,-24.3765,0.0622058]
43;0.5;[0.188034,-22.9116,0.578006]
44;0.0185185;[8.3385,-26.5126,2.97298]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
