Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.273148;[0.564937,-248.139,-0.875431]
5;0.657407;[0.144792,-248.665,-0.186538]
6;0.574074;[-0.166789,-248.515,-0.222543]
7;0.597222;[0.0188184,-248.913,-0.185497]
8;0.509259;[-0.088221,-248.615,0.0644425]
9;0.615741;[-0.306687,-248.248,0.66136]
10;0.597222;[0.438845,-248.705,0.384554]
11;0.611111;[0.0888058,-248.782,0.182939]
12;0.550926;[-0.744553,-248.558,0.0550367]
13;0.592593;[1.17538,-248.739,0.757742]
14;0.601852;[-0.54678,-249.059,0.313231]
15;0.574074;[0.0124156,-248.602,-0.16909]
16;0.560185;[0.472032,-247.358,0.784169]
17;0.569444;[0.736676,-248.425,-0.832714]
18;0.587963;[-0.262332,-248.724,-0.21316]
19;0.597222;[0.3892,-248.999,-0.596338]
20;0.550926;[-0.693011,-248.786,-0.918846]
21;0.578704;[1.05135,-249.396,-0.708248]
22;0.606481;[-0.408997,-249.247,-0.249695]
23;0.532407;[-0.317625,-249.558,0.76009]
24;0.555556;[0.467621,-249.507,0.520675]
25;0.578704;[0.175628,-248.577,-0.530111]
26;0.606481;[-1.44117,-248.675,-0.410989]
27;0.546296;[0.39346,-249.575,-0.273623]
28;0.574074;[0.835193,-248.582,-0.609426]
29;0.606481;[0.711675,-249.961,0.203484]
30;0.550926;[-1.37873,-248.933,0.24374]
31;0.587963;[0.0994725,-248.927,0.33583]
32;0.555556;[0.485584,-249.267,0.245452]
33;0.601852;[0.199315,-248.811,0.184796]
34;0.625;[0.462497,-248.556,0.756128]
35;0.625;[0.304115,-248.24,-0.544422]
36;0.509259;[-0.408996,-249.494,-0.112157]
37;0.574074;[0.13769,-248.754,-0.518393]
38;0.574074;[0.184622,-248.783,0.77471]
39;0.569444;[-0.337413,-248.728,1.07616]
40;0.643519;[0.140911,-248.885,1.79462]
41;0.541667;[0.295492,-249.612,-0.189291]
42;0.574074;[-0.0573577,-249.152,0.798909]
43;0.773148;[-0.126497,-248.686,-0.732866]
44;0.037037;[-2.85539,-248.847,-1.32137]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
