Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.259259;[-0.826901,-127.413,-1.2455]
5;0.666667;[0.420483,-128.69,0.121114]
6;0.625;[-1.53082,-128.612,0.920837]
7;0.569444;[-0.384686,-128.57,0.488974]
8;0.541667;[0.803277,-128.512,-0.456751]
9;0.541667;[-0.0502453,-128.575,0.335387]
10;0.638889;[-0.414957,-128.714,0.677996]
11;0.564815;[-0.0339182,-128.574,0.815444]
12;0.555556;[-0.747051,-128.209,-0.195068]
13;0.606481;[-0.674786,-129.184,-0.327994]
14;0.578704;[-0.898058,-128.302,0.702283]
15;0.49537;[-0.639698,-129.144,-1.04596]
16;0.634259;[-0.258185,-128.276,0.162478]
17;0.62037;[0.0981682,-128.631,-0.575498]
18;0.532407;[-0.650589,-128.821,-0.380829]
19;0.587963;[0.611505,-128.023,0.189444]
20;0.611111;[-0.0725078,-128.68,0.978019]
21;0.643519;[0.785408,-129.492,0.728595]
22;0.546296;[-0.0553715,-128.584,-1.09045]
23;0.555556;[0.403462,-128.238,-0.00750638]
24;0.587963;[0.0817783,-127.986,-0.606792]
25;0.569444;[-0.672181,-128.18,-0.139977]
26;0.587963;[-0.655049,-128.834,-0.755097]
27;0.583333;[0.0155911,-128.154,-0.707204]
28;0.537037;[0.222394,-128.785,0.704827]
29;0.569444;[0.46608,-128.271,-0.226576]
30;0.625;[0.64316,-129.049,-0.397615]
31;0.518519;[1.42896,-128.995,0.00772752]
32;0.601852;[0.636179,-128.039,0.218135]
33;0.564815;[0.175879,-128.594,0.231414]
34;0.574074;[0.785032,-128.629,0.571097]
35;0.527778;[0.312945,-128.516,-0.231409]
36;0.685185;[0.0218413,-128.109,0.429059]
37;0.523148;[-0.918657,-128.874,0.0174335]
38;0.611111;[-0.134072,-128.344,0.217421]
39;0.597222;[-0.492061,-129.301,0.0905395]
40;0.555556;[-1.14964,-127.899,-0.444638]
41;0.574074;[0.881877,-129.052,0.752238]
42;0.592593;[-0.489313,-127.891,-0.568666]
43;0.763889;[-0.224343,-128.623,-0.0992499]
44;0.0231481;[-0.240206,-128.462,2.25535]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
