Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.449074;[-0.584872,-68.1351,0.333975]
5;0.787037;[0.983573,-67.7298,1.04555]
6;0.759259;[0.127036,-67.7611,0.119456]
7;0.75;[-0.0647603,-66.5975,-0.163492]
8;0.717593;[0.347127,-68.5518,-0.539398]
9;0.689815;[0.13519,-67.5791,0.027397]
10;0.787037;[0.551372,-67.2489,0.813772]
11;0.657407;[-0.750621,-67.556,-0.549266]
12;0.675926;[0.30756,-67.6948,0.581463]
13;0.722222;[0.186639,-67.1057,-0.336139]
14;0.643519;[0.182321,-67.7338,0.363]
15;0.694444;[0.380171,-67.7402,-0.286485]
16;0.62963;[-0.387965,-66.7451,0.347812]
17;0.625;[-0.0916811,-66.5366,0.799173]
18;0.62037;[0.3119,-66.7213,0.155843]
19;0.657407;[0.909707,-66.8249,-0.606838]
20;0.587963;[0.292242,-66.2995,-0.351128]
21;0.625;[0.194262,-65.8581,-0.482137]
22;0.601852;[0.547508,-64.6446,0.226374]
23;0.532407;[0.758816,-65.4011,0.184383]
24;0.578704;[0.978455,-66.0154,0.496508]
25;0.62963;[0.273285,-64.4799,0.485163]
26;0.509259;[1.05526,-63.7935,0.420019]
27;0.550926;[0.0892273,-63.9338,-1.35482]
28;0.564815;[-0.111304,-64.9789,-0.450481]
29;0.5;[-0.553038,-63.9952,-0.541895]
30;0.537037;[0.519724,-63.3597,-0.167998]
31;0.462963;[1.14237,-63.6866,-0.474842]
32;0.490741;[0.0866599,-63.0027,0.201099]
33;0.486111;[-1.43857,-63.3208,-0.517857]
34;0.518519;[0.47958,-62.2976,0.892669]
35;0.421296;[-0.572847,-62.7887,1.59812]
36;0.449074;[0.574644,-62.166,-0.490117]
37;0.476852;[0.215831,-60.9448,-1.19416]
38;0.472222;[0.738755,-61.8982,0.0378879]
39;0.388889;[0.160624,-60.4981,-0.846249]
40;0.444444;[1.06758,-61.3257,0.384969]
41;0.439815;[-1.70993,-61.6751,0.45587]
42;0.435185;[-0.201272,-59.6387,-0.516555]
43;0.541667;[0.0339376,-61.1469,-1.01876]
44;0.037037;[0.4076,-58.1048,-5.15939]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
